date,game_id,home,away,competition,time,status,score,vote_home,vote_draw,vote_away,vote_count,pop_rank_home,pop_rank_away,pop_rank_diff,trend_home_w,trend_home_d,trend_home_l,trend_away_w,trend_away_d,trend_away_l,trend_win_rate_home,trend_win_rate_away,trend_win_rate_diff,venue,attendance,goals_home,goals_away,yellow_home,yellow_away,red_home,red_away,fifa_rank_home,fifa_rank_away,fifa_rank_diff
2026-06-06,4660800,Olympique Akbou,Es Ben Aknoun,Ligue 1,06-06-2026 15:00,upcoming,,59.6,20.9,19.6,235,31,27,-4,0,0,0,2,0,1,,0.6667,,,,0,0,0,0,0,0,,,
2026-06-06,4678157,Kosovo (W),Spain (W),European League (W),06-06-2026 15:00,upcoming,,14.3,14.3,71.4,7,1,15,14,1,0,0,0,1,1,1.0,0.0,1.0,,,0,0,0,0,0,0,,,
2026-06-06,4678195,Georgia (W),Slovenia (W),European League (W),06-06-2026 15:00,upcoming,,33.3,33.3,33.3,3,1,6,5,0,0,0,1,0,1,,0.5,,,,0,0,0,0,0,0,,,
2026-06-06,4685978,Estonia,Faroe Islands,Baltic Cup,06-06-2026 15:00,upcoming,,53.8,10.8,35.4,379,1372,1272,-100,0,3,1,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4688121,Ostrovets,Bate Borisov II Reserve,Pershaya Liga,06-06-2026 15:00,upcoming,,60.0,20.0,20.0,5,0,0,,1,1,0,0,2,2,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4697821,Portugal U19,Greece U19,Euro U19 Qualification,06-06-2026 15:00,upcoming,,76.7,7.0,16.3,43,150,46,-104,2,0,2,0,2,0,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4697823,Iceland U19,Montenegro U19,Euro U19 Qualification,06-06-2026 15:00,upcoming,,42.9,19.0,38.1,21,46,44,-2,0,1,0,2,1,0,0.0,0.6667,-0.6667,,,0,0,0,0,0,0,,,
2026-06-06,4728612,Nanterre,AS Monaco,LNB Élite,06-06-2026 15:00,upcoming,,32.4,2.9,64.7,34,25,131,106,1,0,1,0,1,1,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4728769,Lithuania (W),Greece (W),European League (W),06-06-2026 15:00,upcoming,,20.0,20.0,60.0,5,0,7,,0,1,1,1,2,0,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4731257,Norway,Czechia,European League (M),06-06-2026 15:00,upcoming,,33.3,33.3,33.3,3,3,55,52,0,0,0,0,0,1,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4731264,Kosovo,Romania,European League (M),06-06-2026 15:00,upcoming,,33.3,33.3,33.3,3,2,15,13,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,
2026-06-06,4731719,Esperanza FC,Ciudad Nueva Santa Cruz Academia,Copa Simón Bolívar,06-06-2026 15:00,upcoming,,27.3,9.1,63.6,11,0,2,,0,0,,0,1,0,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4731727,CDSC Nacimiento,Fernández Vial,Tercera División B,06-06-2026 15:00,upcoming,,14.3,14.3,71.4,7,0,26,,0,1,1,2,2,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4731728,Deportivo Pumanque,República Independiente de Hualqui,Tercera División B,06-06-2026 15:00,upcoming,,33.3,33.3,33.3,3,0,0,,0,0,2,1,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,,,
2026-06-06,4731754,Idd Sk,Sparta Sarpsborg,NM Cupen,06-06-2026 15:00,upcoming,,60.0,20.0,20.0,5,0,1,,,,,,,,,,,,,0,0,0,0,0,0,,,
2026-06-06,4731776,Elina Avanesyan,Darja Semenistaja,Makarska,06-06-2026 15:00,upcoming,,62.5,12.5,25.0,8,6,0,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731780,Tynset,Nardo,NM Cupen,06-06-2026 15:00,upcoming,,12.5,12.5,75.0,8,0,1,,,,,0,3,0,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4731918,Sara Sorribes Tormo,Maria Timofeeva,Makarska,06-06-2026 15:00,upcoming,,33.3,16.7,50.0,6,2,0,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4732745,Adam Walton,Liam Draxl,Tyler,06-06-2026 15:00,upcoming,,88.9,5.6,5.6,18,2,0,,1,1,1,1,1,0,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4667753,JJK,PK Keski Uusimaa,Ykkonen,06-06-2026 15:30,upcoming,,63.2,21.1,15.8,19,7,1,-6,2,1,0,1,0,2,0.6667,0.3333,0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4714790,Croatia U21,Ireland U21,U21 Friendly International,06-06-2026 15:30,upcoming,,70.2,11.9,17.9,84,181,18,-163,1,2,1,1,2,0,0.25,0.3333,-0.0833,,,0,0,0,0,0,0,,,
2026-06-06,4728535,Leyma Coruña,Palencia Baloncesto,1ª FEB,06-06-2026 15:30,upcoming,,44.4,11.1,44.4,9,5,7,2,1,0,1,1,0,0,0.5,1.0,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4731784,Tyra Caterina Grant,Darya Astakhova,Foggia,06-06-2026 15:30,upcoming,,60.0,20.0,20.0,5,0,0,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4678178,Iceland (W),Slovakia (W),European League (W),06-06-2026 15:35,upcoming,,25.0,25.0,50.0,4,1,9,8,1,1,0,0,0,0,0.5,,,,,0,0,0,0,0,0,,,
2026-06-06,4678170,North Macedonia (W),Hungary (W),European League (W),06-06-2026 16:00,upcoming,,33.3,33.3,33.3,3,0,2,,0,0,0,0,2,1,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4688684,Rodelindo,Chimbarongo,Tercera Division A,06-06-2026 16:00,upcoming,,64.3,7.1,28.6,14,5,1,-4,0,0,0,1,0,0,,1.0,,,,0,0,0,0,0,0,,,
2026-06-06,4688686,Lautaro De Buin,Deportes Rancagua,Tercera Division A,06-06-2026 16:00,upcoming,,66.7,16.7,16.7,6,14,0,,1,1,1,0,0,0,0.3333,,,,,0,0,0,0,0,0,,,
2026-06-06,4691960,Armenia,Kazakhstan,Friendly International,06-06-2026 16:00,upcoming,,59.5,17.6,22.9,1800,1418,1393,-25,0,0,0,1,1,2,,0.25,,Vazgen Sargsyan anvan Hanrapetakan Marzadasht,,0,0,0,0,0,0,,,
2026-06-06,4728258,BC Dubai,KK Partizan,ABA League,06-06-2026 16:00,upcoming,,25.0,5.0,70.0,20,5,65,60,1,1,0,0,0,1,0.5,0.0,0.5,Coca-Cola Arena,,0,0,0,0,0,0,,,
2026-06-06,4728567,Real Madrid,La Laguna Tenerife,ACB,06-06-2026 16:00,upcoming,,86.5,0.4,13.0,223,1268,80,-1188,1,0,0,0,1,0,1.0,0.0,1.0,Movistar Arena,,0,0,0,0,0,0,,,
2026-06-06,4729983,Riadi Salmi,Rajaa Beni Mellal,Botola 2,06-06-2026 16:00,upcoming,,35.7,28.6,35.7,28,90,38,-52,2,0,0,1,0,0,1.0,1.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731282,Bosnia & Herzegovina,Switzerland,European League (M),06-06-2026 16:00,upcoming,,33.3,33.3,33.3,3,1,4,3,,,,1,1,1,,0.3333,,,,0,0,0,0,0,0,,,
2026-06-06,4731323,Basketball Brno,BK Opava,NBL,06-06-2026 16:00,upcoming,,71.4,14.3,14.3,7,3,3,0,0,1,0,1,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,,,
2026-06-06,4731345,Kapfenberg Bulls,Oberwart Gunners,Superliga,06-06-2026 16:00,upcoming,,33.3,33.3,33.3,3,3,3,0,1,1,0,0,0,1,0.5,0.0,0.5,Walfersamhalle,,0,0,0,0,0,0,,,
2026-06-06,4731747,Timofey Skatov,Henrique Rocha,Perugia,06-06-2026 16:00,upcoming,,20.0,6.7,73.3,15,1,1,0,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4732767,Karl Poling,Andre Ilagan,Tyler,06-06-2026 16:10,upcoming,,33.3,33.3,33.3,3,0,0,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4656666,Deportes Copiapo,Santiago Wanderers,First Division B,06-06-2026 16:30,upcoming,,29.7,9.9,60.5,172,129,562,433,2,1,0,2,1,1,0.6667,0.5,0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4656667,Deportes Puerto Montt,Cobreloa,First Division B,06-06-2026 16:30,upcoming,,33.7,8.7,57.6,172,110,360,250,0,0,0,1,2,1,,0.25,,,,0,0,0,0,0,0,,,
2026-06-06,4726675,Atlético Madrileño,Ponferradina,Primera Division RFEF,06-06-2026 16:30,upcoming,,68.1,11.1,20.7,135,43,174,131,2,1,0,2,1,1,0.6667,0.5,0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4727757,Brose Bamberg,Alba Berlin,Bundesliga,06-06-2026 16:30,upcoming,,43.5,4.3,52.2,23,139,175,36,1,0,0,0,1,1,1.0,0.0,1.0,Brose Arena,,0,0,0,0,0,0,,,
2026-06-06,4728847,Portugal U20,Ivory Coast U23,Maurice Revello Tournament,06-06-2026 16:30,upcoming,,65.2,14.5,20.3,69,67,241,174,1,1,1,1,2,0,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731781,Chaco Petrolero,Deportivo Pucarani,Copa Simón Bolívar,06-06-2026 16:30,upcoming,,33.3,33.3,33.3,3,17,1,-16,1,1,0,0,0,1,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4643885,Atlanta,Gimnasia Jujuy,Primera Nacional,06-06-2026 17:00,upcoming,,54.4,20.3,25.3,158,72,110,38,2,1,1,4,2,1,0.5,0.5714,-0.0714,,,0,0,0,0,0,0,,,
2026-06-06,4659700,Minnesota Lynx,Seattle Storm,WNBA,06-06-2026 17:00,upcoming,,72.0,4.0,24.0,25,63,23,-40,1,1,1,0,0,0,0.3333,,,Target Center,,0,0,0,0,0,0,,,
2026-06-06,4660798,MC Oran,USM Alger,Ligue 1,06-06-2026 17:00,upcoming,,43.2,11.2,45.6,995,172,1312,1140,0,1,1,2,2,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4719009,Gibraltar,Cayman Islands,Friendly International,06-06-2026 17:00,upcoming,,63.1,16.0,20.9,1238,1103,107,-996,1,0,0,1,2,1,1.0,0.25,0.75,Europa Point Stadium,,0,0,0,0,0,0,,,
2026-06-06,4727440,Al Swehly SC,Al Nasr,Premier League,06-06-2026 17:00,upcoming,,49.5,9.5,41.0,4702,64,383,319,2,1,6,1,1,1,0.2222,0.3333,-0.1111,,,0,0,0,0,0,0,,,
2026-06-06,4728500,Bahçeşehir Koleji,Besiktas,Super Ligi,06-06-2026 17:00,upcoming,,22.7,4.5,72.7,22,4,52,48,1,0,1,0,1,1,0.5,0.0,0.5,Sinan Erdem Dom,,0,0,0,0,0,0,,,
2026-06-06,4731261,Luxembourg,Netherlands,European League (M),06-06-2026 17:00,upcoming,,33.3,16.7,50.0,6,2,111,109,0,0,0,0,0,1,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4731923,Lucia Bronzetti,Leyre Romero Gormaz,Foggia,06-06-2026 17:00,upcoming,,71.4,14.3,14.3,7,1,0,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4732743,Martins I./Ovcharenko E.,Haverlag I./Waltert S.,Makarska,06-06-2026 17:00,upcoming,,50.0,25.0,25.0,4,0,0,,1,1,0,1,1,1,0.5,0.3333,0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4555085,Detroit Tigers,Seattle Mariners,MLB,06-06-2026 17:10,upcoming,,37.8,2.2,60.0,45,251,182,-69,1,1,1,0,0,1,0.3333,0.0,0.3333,Comerica Park,,0,0,0,0,0,0,,,
2026-06-06,4639223,Arsenal Sarandi,Sportivo Italiano,Primera B Metropolitana,06-06-2026 17:30,upcoming,,56.6,18.9,24.5,53,663,54,-609,0,2,2,0,0,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4639648,Centro Español,Leandro N. Alem,Primera C,06-06-2026 17:30,upcoming,,66.7,16.7,16.7,6,14,13,-1,2,0,1,1,0,1,0.6667,0.5,0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4678933,Portugal,Chile,Friendly International,06-06-2026 17:45,upcoming,,85.7,6.3,8.0,54423,25712,11429,-14283,1,2,1,0,1,1,0.25,0.0,0.25,Estadio Nacional,,0,0,0,0,0,0,,,
2026-06-06,4683276,São Gonçalo,Olaria,"Carioca, Serie A2",06-06-2026 17:45,upcoming,,20.0,10.0,70.0,10,15,41,26,0,0,0,2,0,1,,0.6667,,,,0,0,0,0,0,0,,,
2026-06-06,4683277,Americano-RJ,Audax-RJ,"Carioca, Serie A2",06-06-2026 17:45,upcoming,,78.6,7.1,14.3,14,121,142,21,1,1,0,0,0,1,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4684742,Pérolas Negras,Serrano RJ,"Carioca, Serie A2",06-06-2026 17:45,upcoming,,16.7,16.7,66.7,6,14,4,-10,0,1,0,0,1,2,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4714668,Romania,Wales,Friendly International,06-06-2026 17:45,upcoming,,36.6,17.9,45.4,2106,2306,4110,1804,2,0,0,2,2,4,1.0,0.25,0.75,Stadionul Steaua,,0,0,0,0,0,0,,,
2026-06-06,4728259,Hapoel Galil Elion,Ironi Ness Ziona,Winner League,06-06-2026 17:50,upcoming,,57.2,0.5,42.2,187,12,32,20,1,1,0,1,0,0,0.5,1.0,-0.5,Kfar Blum,,0,0,0,0,0,0,,,
2026-06-06,4639217,Brown Adrogue,Comunicaciones,Primera B Metropolitana,06-06-2026 18:00,upcoming,,29.4,29.4,41.2,17,67,32,-35,1,0,0,0,1,1,1.0,0.0,1.0,,,0,0,0,0,0,0,,,
2026-06-06,4643877,Los Andes,Estudiantes Buenos Aires,Primera Nacional,06-06-2026 18:00,upcoming,,63.2,14.7,22.1,68,89,54,-35,2,1,1,1,0,2,0.5,0.3333,0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4677112,Rio Branco-ES,Serra,Copa Espirito Santo,06-06-2026 18:00,upcoming,,71.4,7.1,21.4,14,105,47,-58,1,0,2,2,0,0,0.3333,1.0,-0.6667,,,0,0,0,0,0,0,,,
2026-06-06,4677115,Porto Vitória,Sport ES,Copa Espirito Santo,06-06-2026 18:00,upcoming,,71.4,14.3,14.3,7,10,9,-1,2,1,1,0,0,1,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4677384,Vilavelhense,Audax São Mateus,Copa Espirito Santo,06-06-2026 18:00,upcoming,,60.0,20.0,20.0,5,4,0,,1,2,0,0,0,2,0.3333,0.0,0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4681787,Barcelona-Sp,Mauaense,Paulista Serie B,06-06-2026 18:00,upcoming,,16.7,16.7,66.7,6,0,3,,0,0,0,2,0,2,,0.5,,,,0,0,0,0,0,0,,,
2026-06-06,4681789,Mauá,União Mogi,Paulista Serie B,06-06-2026 18:00,upcoming,,33.3,33.3,33.3,3,0,3,,2,0,1,1,1,0,0.6667,0.5,0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4683606,Manthiqueira,Itaquá,Paulista Serie B,06-06-2026 18:00,upcoming,,16.7,16.7,66.7,6,14,0,,0,1,2,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4683607,América SP,Tupã,Paulista Serie B,06-06-2026 18:00,upcoming,,63.6,9.1,27.3,11,5,6,1,1,2,2,2,0,1,0.2,0.6667,-0.4667,,,0,0,0,0,0,0,,,
2026-06-06,4695901,Madureira,Pouso Alegre FC,Serie D,06-06-2026 18:00,upcoming,,43.0,27.1,29.9,107,1104,106,-998,0,2,0,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4695902,America-RJ,Água Santa,Serie D,06-06-2026 18:00,upcoming,,37.5,33.3,29.2,96,169,285,116,1,2,0,1,1,2,0.3333,0.25,0.0833,,,0,0,0,0,0,0,,,
2026-06-06,4695904,Portuguesa,Portuguesa-RJ,Serie D,06-06-2026 18:00,upcoming,,58.6,21.8,19.5,133,679,366,-313,1,1,2,2,2,1,0.25,0.4,-0.15,,,0,0,0,0,0,0,,,
2026-06-06,4702069,Vitória/ES,Rio Branco-VN,Copa Espirito Santo,06-06-2026 18:00,upcoming,,40.0,40.0,20.0,10,119,40,-79,0,2,1,1,1,2,0.0,0.25,-0.25,,,0,0,0,0,0,0,,,
2026-06-06,4713510,Camacari,Vitória da Conquista,Baiano - Série B,06-06-2026 18:00,upcoming,,16.7,33.3,50.0,6,4,301,297,0,0,0,0,0,2,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4713616,Cfa De Porto Ferreira U20,Tanabi/Sp Youth,Paulista U20,06-06-2026 18:00,upcoming,,12.5,25.0,62.5,8,0,49,,0,2,1,2,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,,,
2026-06-06,4714460,Montevideo City Torque,Deportivo Maldonado,Uruguayan Championship,06-06-2026 18:00,upcoming,,54.7,26.2,19.1,225,155,118,-37,1,2,1,1,2,1,0.25,0.25,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4714667,Albania,Luxembourg,Friendly International,06-06-2026 18:00,upcoming,,63.2,16.6,20.2,1453,2384,1451,-933,0,0,0,0,1,1,,0.0,,Arena Kombëtare,,0,0,0,0,0,0,,,
2026-06-06,4727381,Presidente Hayes,River Plate Asuncion,APF Primera B,06-06-2026 18:00,upcoming,,14.3,14.3,71.4,7,0,211,,1,0,1,1,2,1,0.5,0.25,0.25,,,0,0,0,0,0,0,,,
2026-06-06,4727759,Maccabi Ironi Raanana,Elizur Ironi Netanya‏,Winner League,06-06-2026 18:00,upcoming,,39.8,0.6,59.7,176,5,13,8,0,0,1,0,1,0,0.0,0.0,0.0,Metrowest Sport Palace,,0,0,0,0,0,0,,,
2026-06-06,4728727,Itapipoca,Icasa,Cearense 2,06-06-2026 18:00,upcoming,,31.0,15.0,54.0,100,35,276,241,1,2,0,1,2,1,0.3333,0.25,0.0833,,,0,0,0,0,0,0,,,
2026-06-06,4728755,Nantes,Poitiers,LNB Pro B,06-06-2026 18:00,upcoming,,16.7,16.7,66.7,6,3,3,0,1,1,0,0,1,1,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4729014,Holguin,Artemisa,Liga Elite,06-06-2026 18:00,upcoming,,75.0,8.3,16.7,12,0,5,,0,0,1,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4729017,Industriales,Mayabeque,Liga Elite,06-06-2026 18:00,upcoming,,76.9,7.7,15.4,13,25,0,,1,1,1,0,0,1,0.3333,0.0,0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4729020,Matanzas,Las Tunas,Liga Elite,06-06-2026 18:00,upcoming,,60.0,10.0,30.0,10,7,17,10,1,1,0,0,0,0,0.5,,,,,0,0,0,0,0,0,,,
2026-06-06,4729060,Reyer Venezia,Virtus Bologna,Lega A,06-06-2026 18:00,upcoming,,39.1,4.3,56.5,23,232,121,-111,1,0,1,0,1,0,0.5,0.0,0.5,Palasport Giuseppe Taliercio,,0,0,0,0,0,0,,,
2026-06-06,4729751,La Luz,Paysandu FC,Segunda Division,06-06-2026 18:00,upcoming,,47.6,28.6,23.8,21,11,2,-9,2,1,2,0,0,0,0.4,,,,,0,0,0,0,0,0,,,
2026-06-06,4729980,Mouloudia Oujda,Usm Oujda,Botola 2,06-06-2026 18:00,upcoming,,73.9,15.2,10.9,46,185,13,-172,0,2,0,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4729981,Maghreb Tétouan,Wydad Fes,Botola 2,06-06-2026 18:00,upcoming,,64.5,12.9,22.6,93,399,115,-284,2,3,1,0,0,2,0.3333,0.0,0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4730049,Villa Española,Sportivo Bella Italia,Divisional C,06-06-2026 18:00,upcoming,,50.0,25.0,25.0,4,17,1,-16,1,0,0,1,2,0,1.0,0.3333,0.6667,,,0,0,0,0,0,0,,,
2026-06-06,4730052,Potencia,Parque Del Plata,Divisional C,06-06-2026 18:00,upcoming,,33.3,33.3,33.3,3,1,0,,1,0,0,0,1,2,1.0,0.0,1.0,,,0,0,0,0,0,0,,,
2026-06-06,4731273,Georgia,Israel,European League (M),06-06-2026 18:00,upcoming,,9.7,3.2,87.1,31,3,6,3,0,0,0,1,1,2,,0.25,,,,0,0,0,0,0,0,,,
2026-06-06,4731729,Municipal de Paillaco,EFC Conchalí,Tercera División B,06-06-2026 18:00,upcoming,,33.3,33.3,33.3,3,0,0,,0,2,0,2,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,,,
2026-06-06,4731730,Provincial Talagante,Municipal Mejillones,Tercera División B,06-06-2026 18:00,upcoming,,40.0,20.0,40.0,5,0,11,,1,2,2,1,0,2,0.2,0.3333,-0.1333,,,0,0,0,0,0,0,,,
2026-06-06,4556257,Minnesota Twins,Kansas City Royals,MLB,06-06-2026 18:10,upcoming,,35.7,3.6,60.7,28,164,191,27,0,0,1,1,1,0,0.0,0.5,-0.5,Target Field,,0,0,0,0,0,0,,,
2026-06-06,4555087,St. Louis Cardinals,Cincinnati Reds,MLB,06-06-2026 18:15,upcoming,,58.1,3.2,38.7,31,210,175,-35,1,0,0,0,1,0,1.0,0.0,1.0,Busch Stadium,,0,0,0,0,0,0,,,
2026-06-06,4728534,Movistar Estudiantes,Oviedo Club Baloncesto,1ª FEB,06-06-2026 18:15,upcoming,,66.7,16.7,16.7,6,83,4,-79,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4555194,Chicago Cubs,San Francisco Giants,MLB,06-06-2026 18:20,upcoming,,72.9,2.1,25.0,48,415,505,90,0,1,0,1,1,1,0.0,0.3333,-0.3333,Wrigley Field,,0,0,0,0,0,0,,,
2026-06-06,4731254,Montenegro,Finland,European League (M),06-06-2026 18:20,upcoming,,33.3,33.3,33.3,3,9,26,17,1,0,0,0,1,1,1.0,0.0,1.0,,,0,0,0,0,0,0,,,
2026-06-06,4732360,Daniel Merida Aguilar,Andrea Pellegrino,Perugia,06-06-2026 18:30,upcoming,,70.6,5.9,23.5,17,0,1,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4626094,USA,Germany,Friendly International,06-06-2026 18:30,upcoming,,15.8,10.9,73.3,10019,3908,22711,18803,1,0,0,1,1,1,1.0,0.3333,0.6667,Soldier Field,,0,0,0,0,0,0,,,
2026-06-06,4639216,Flandria,Argentino Quilmes,Primera B Metropolitana,06-06-2026 18:30,upcoming,,50.0,37.5,12.5,16,44,31,-13,0,2,0,1,2,1,0.0,0.25,-0.25,,,0,0,0,0,0,0,,,
2026-06-06,4639219,Deportivo Armenio,Defensores Unidos,Primera B Metropolitana,06-06-2026 18:30,upcoming,,57.1,21.4,21.4,14,29,32,3,1,1,2,1,1,0,0.25,0.5,-0.25,,,0,0,0,0,0,0,,,
2026-06-06,4639221,Argentino Merlo,Camioneros,Primera B Metropolitana,06-06-2026 18:30,upcoming,,28.6,33.3,38.1,21,29,12,-17,1,0,0,0,1,1,1.0,0.0,1.0,,,0,0,0,0,0,0,,,
2026-06-06,4639222,Excursionistas,San Martín Burzaco,Primera B Metropolitana,06-06-2026 18:30,upcoming,,55.6,19.4,25.0,36,28,18,-10,1,2,1,1,1,1,0.25,0.3333,-0.0833,,,0,0,0,0,0,0,,,
2026-06-06,4639224,Villa Dalmine,Villa San Carlos,Primera B Metropolitana,06-06-2026 18:30,upcoming,,72.7,9.1,18.2,22,75,50,-25,0,0,2,0,0,2,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4639647,Justo José Urquiza,Puerto Nuevo,Primera C,06-06-2026 18:30,upcoming,,42.9,28.6,28.6,7,15,13,-2,0,0,0,2,1,2,,0.4,,,,0,0,0,0,0,0,,,
2026-06-06,4639650,Estrella del Sur,Sacachispas,Primera C,06-06-2026 18:30,upcoming,,9.1,45.5,45.5,11,2,31,29,2,1,2,1,0,1,0.4,0.5,-0.1,,,0,0,0,0,0,0,,,
2026-06-06,4639651,Argentino Rosario,CA Lugano,Primera C,06-06-2026 18:30,upcoming,,33.3,50.0,16.7,6,27,18,-9,2,2,2,2,0,2,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4639654,CA Atlas,CA Fenix,Primera C,06-06-2026 18:30,upcoming,,72.7,9.1,18.2,11,40,66,26,0,0,2,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4639657,Deportivo Espanol,Claypole,Primera C,06-06-2026 18:30,upcoming,,44.4,22.2,33.3,9,50,18,-32,2,2,1,2,0,0,0.4,1.0,-0.6,,,0,0,0,0,0,0,,,
2026-06-06,4639658,Yupanqui,Central Cordoba de Rosario,Primera C,06-06-2026 18:30,upcoming,,50.0,25.0,25.0,8,14,43,29,0,1,2,2,1,2,0.0,0.4,-0.4,,,0,0,0,0,0,0,,,
2026-06-06,4640365,Leones de Rosario FC,Sportivo Barracas,Primera C,06-06-2026 18:30,upcoming,,57.1,28.6,14.3,7,1,24,23,0,1,2,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4643881,CA San Miguel,Defensores de Belgrano,Primera Nacional,06-06-2026 18:30,upcoming,,43.8,27.5,28.7,80,36,75,39,2,1,0,1,0,2,0.6667,0.3333,0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4643883,Acassuso,Central Norte,Primera Nacional,06-06-2026 18:30,upcoming,,43.2,35.1,21.6,37,58,26,-32,2,1,0,2,0,1,0.6667,0.6667,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4664394,Chambery Savoie,Istres,Lidl Starligue,06-06-2026 18:30,upcoming,,50.0,25.0,25.0,4,23,3,-20,0,1,2,1,2,0,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4664396,Montpellier,USAM Nimes,Lidl Starligue,06-06-2026 18:30,upcoming,,50.0,12.5,37.5,8,46,5,-41,1,0,1,0,2,2,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4664397,Pays d´Aix handball,Dijon,Lidl Starligue,06-06-2026 18:30,upcoming,,60.0,20.0,20.0,5,4,2,-2,0,1,0,0,2,0,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4664670,Paris Handball,Tremblay,Lidl Starligue,06-06-2026 18:30,upcoming,,73.1,7.7,19.2,26,160,4,-156,1,1,1,0,2,1,0.3333,0.0,0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4666396,HBC Nantes,Limoges Hand 87,Lidl Starligue,06-06-2026 18:30,upcoming,,20.0,20.0,60.0,5,45,1,-44,1,0,1,1,0,1,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4668208,Italy (W),Turkiye (W),Volleyball Nations League (W),06-06-2026 18:30,upcoming,,56.9,1.5,41.5,65,94,66,-28,1,1,1,0,1,0,0.3333,0.0,0.3333,Nilson Nelson Gymnasium,,0,0,0,0,0,0,,,
