date,game_id,home,away,competition,time,status,score,vote_home,vote_draw,vote_away,vote_count,pop_rank_home,pop_rank_away,pop_rank_diff,trend_home_w,trend_home_d,trend_home_l,trend_away_w,trend_away_d,trend_away_l,trend_win_rate_home,trend_win_rate_away,trend_win_rate_diff,venue,attendance,goals_home,goals_away,yellow_home,yellow_away,red_home,red_away,fifa_rank_home,fifa_rank_away,fifa_rank_diff
2026-06-05,4731312,Badenhorst D./Koenig L.,Bittoun Kouzmine C./Strombachs R.,Centurion,05-06-2026 14:06,live,0:0,40.0,20.0,40.0,5,0,0,,1,1,0,1,1,1,0.5,0.3333,0.1667,,,0,0,0,0,0,0,,,
2026-06-05,4731325,Andrea Lazaro Garcia,Darja Semenistaja,Makarska,05-06-2026 14:07,live,0:0,33.3,6.7,60.0,15,0,0,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4731327,Henry Searle,Karl Poling,Tyler,05-06-2026 14:09,live,0:0,66.7,6.7,26.7,15,0,0,,1,1,0,1,1,1,0.5,0.3333,0.1667,,,0,0,0,0,0,0,,,
2026-06-05,4730078,Sebastian Baez,Maxim Mrva,Prostejov,05-06-2026 14:10,upcoming,,88.2,1.2,10.6,85,62,0,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4731320,Barbora Palicova,Elina Avanesyan,Makarska,05-06-2026 14:10,live,0:0,29.4,5.9,64.7,17,0,6,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4731326,Fossa Huergo N./Jakupovic D.,Haverlag I./Waltert S.,Makarska,05-06-2026 14:10,live,0:0,50.0,25.0,25.0,4,0,0,,1,,,1,1,1,,0.3333,,,,0,0,0,0,0,0,,,
2026-06-05,4731249,Marco Trungelliti,Diego Dedura-Palomero,Bad Rappenau,05-06-2026 14:15,upcoming,,83.8,1.2,15.0,80,3,0,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4731287,Leyre Romero Gormaz,Carole Monnet,Foggia,05-06-2026 14:15,upcoming,,52.9,5.9,41.2,17,0,0,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4731324,Henrique Rocha,Remy Bertola,Perugia,05-06-2026 14:15,upcoming,,87.5,2.1,10.4,48,1,0,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4731281,Alexandra Eala,Mananchaya Sawangkaew,Birmingham,05-06-2026 14:20,upcoming,,92.9,1.2,5.9,85,3,0,,1,1,0,1,1,1,0.5,0.3333,0.1667,,,0,0,0,0,0,0,,,
2026-06-05,4723232,Qatar U20,Wales U20,U20 Friendly International,05-06-2026 14:30,upcoming,,45.9,12.8,41.3,218,22,1,-21,0,2,2,,,,0.0,,,,,0,0,0,0,0,0,,,
2026-06-05,4617978,Bosnia & Herzegovina (W),Lithuania (W),UEFA Women WC Qualifiers,05-06-2026 15:00,upcoming,,66.9,15.3,17.7,124,7,3,-4,1,0,1,0,1,2,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-05,4617987,Moldova (W),Romania (W),UEFA Women WC Qualifiers,05-06-2026 15:00,upcoming,,35.7,13.4,50.9,112,4,9,5,2,2,0,1,1,1,0.5,0.3333,0.1667,,,0,0,0,0,0,0,,,
2026-06-05,4623567,Bulgaria (W),Gibraltar (W),UEFA Women WC Qualifiers,05-06-2026 15:00,upcoming,,72.9,11.2,15.9,107,3,0,,0,0,1,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-05,4660802,Usm Khenchela,MB Rouisset,Ligue 1,05-06-2026 15:00,upcoming,,51.7,15.1,33.2,617,47,28,-19,1,2,1,1,1,2,0.25,0.25,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4660803,ES Mostaganem,Mc El Bayadh,Ligue 1,05-06-2026 15:00,upcoming,,50.2,27.1,22.7,406,44,45,1,0,2,0,2,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,,,
2026-06-05,4676746,Greece (W),Croatia (W),European League (W),05-06-2026 15:00,upcoming,,52.9,5.9,41.2,17,7,22,15,1,2,0,0,0,1,0.3333,0.0,0.3333,,,0,0,0,0,0,0,,,
2026-06-05,4678153,Spain (W),Bosnia & Herzegovina (W),European League (W),05-06-2026 15:00,upcoming,,85.0,5.0,10.0,20,15,1,-14,0,1,1,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4678177,Switzerland (W),Finland (W),European League (W),05-06-2026 15:00,upcoming,,53.3,6.7,40.0,15,3,1,-2,1,0,0,1,1,0,1.0,0.5,0.5,,,0,0,0,0,0,0,,,
2026-06-05,4723047,Paradou AC,ES Setif,Ligue 1,05-06-2026 15:00,upcoming,,26.0,11.6,62.4,655,112,959,847,0,0,1,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-05,4729756,Montenegro U21,Cyprus U21,U21 Friendly International,05-06-2026 15:00,upcoming,,58.9,18.9,22.1,95,21,16,-5,0,2,0,0,0,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4730105,Kudrivka,Ahrobiznes Volochysk,Premier League,05-06-2026 15:00,upcoming,,64.1,20.1,15.8,234,1,2,1,0,1,1,1,2,1,0.0,0.25,-0.25,Stadion Avanhard,,0,0,0,0,0,0,,,
2026-06-05,4731670,Nigeria (W),Senegal (W),Friendly Women,05-06-2026 15:00,upcoming,,66.7,16.7,16.7,6,244,3,-241,1,1,1,4,0,0,0.3333,1.0,-0.6667,,,0,0,0,0,0,0,,,
2026-06-05,4731671,Tajikistan,India,Friendly International,05-06-2026 15:00,upcoming,,55.4,15.2,29.4,343,639,940,301,2,1,1,0,0,1,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-05,4728830,Kuzuhara B./Langmo C.,Pearson K./Puttergill C.,Tyler,05-06-2026 15:10,upcoming,,77.8,11.1,11.1,9,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,
2026-06-05,4731313,Andre Ilagan,Yuta Shimizu,Tyler,05-06-2026 15:10,upcoming,,78.6,7.1,14.3,14,0,0,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4731316,Maria Timofeeva,Yasmine Kabbaj,Makarska,05-06-2026 15:10,upcoming,,69.2,3.8,26.9,26,0,0,,1,1,0,1,1,1,0.5,0.3333,0.1667,,,0,0,0,0,0,0,,,
2026-06-05,4731321,Noma Akugue Noha,Sara Sorribes Tormo,Makarska,05-06-2026 15:10,upcoming,,43.5,4.3,52.2,23,0,2,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4731293,Luka Mikrut,Marvin Moeller,Bad Rappenau,05-06-2026 15:25,upcoming,,78.8,3.0,18.2,33,0,0,,1,1,0,1,1,1,0.5,0.3333,0.1667,,,0,0,0,0,0,0,,,
2026-06-05,4617982,Czechia (W),Albania (W),UEFA Women WC Qualifiers,05-06-2026 15:30,upcoming,,66.7,17.2,16.1,87,8,7,-1,1,1,1,0,0,0,0.3333,,,,,0,0,0,0,0,0,,,
2026-06-05,4651936,Haka,JäPS,Ykkosliiga,05-06-2026 15:30,upcoming,,63.8,18.5,17.7,130,15,5,-10,1,0,1,0,0,0,0.5,,,,,0,0,0,0,0,0,,,
2026-06-05,4667750,Kuopion Palloseura II,KPV,Ykkonen,05-06-2026 15:30,upcoming,,45.5,27.6,26.8,123,0,5,,0,0,0,1,0,0,,1.0,,,,0,0,0,0,0,0,,,
2026-06-05,4730778,Salam Salima,Batroun,1st Division,05-06-2026 15:30,upcoming,,66.7,16.7,16.7,6,0,0,,0,1,0,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-05,4731300,Jones B./Paris J.,Kirkov V./Peers J.,Birmingham,05-06-2026 15:30,upcoming,,33.3,33.3,33.3,3,0,0,,1,1,0,1,1,,0.5,,,,,0,0,0,0,0,0,,,
2026-06-05,4678169,Slovakia (W),Austria (W),European League (W),05-06-2026 15:35,upcoming,,81.8,9.1,9.1,11,9,1,-8,0,0,0,0,1,1,,0.0,,,,0,0,0,0,0,0,,,
2026-06-05,4617981,Montenegro (W),Wales (W),UEFA Women WC Qualifiers,05-06-2026 16:00,upcoming,,31.8,17.0,51.1,88,6,11,5,0,0,0,1,1,1,,0.3333,,,,0,0,0,0,0,0,,,
2026-06-05,4617983,Ukraine (W),Iceland (W),UEFA Women WC Qualifiers,05-06-2026 16:00,upcoming,,50.9,20.8,28.3,106,8,15,7,0,0,0,0,1,0,,0.0,,,,0,0,0,0,0,0,,,
2026-06-05,4617990,Scotland (W),Israel (W),UEFA Women WC Qualifiers,05-06-2026 16:00,upcoming,,44.8,8.3,46.9,241,20,13,-7,2,2,1,1,1,0,0.4,0.5,-0.1,,,0,0,0,0,0,0,,,
2026-06-05,4617993,Austria (W),Slovenia (W),UEFA Women WC Qualifiers,05-06-2026 16:00,upcoming,,49.1,26.8,24.1,112,12,6,-6,2,0,0,0,0,1,1.0,0.0,1.0,,,0,0,0,0,0,0,,,
2026-06-05,4617997,Poland (W),France (W),UEFA Women WC Qualifiers,05-06-2026 16:00,upcoming,,16.9,12.2,70.8,295,14,491,477,0,0,0,2,0,1,,0.6667,,,,0,0,0,0,0,0,,,
2026-06-05,4651608,Kapa,FC KTP,Ykkosliiga,05-06-2026 16:00,upcoming,,24.8,19.5,55.8,113,3,9,6,1,0,2,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4684809,Ekranas,Fk Neptunas,I Lyga,05-06-2026 16:00,upcoming,,21.1,26.7,52.2,90,59,0,,0,2,1,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-05,4709140,Belarus,Syria,Friendly International,05-06-2026 16:00,upcoming,,22.4,10.2,67.3,11747,1448,2475,1027,1,1,2,1,0,2,0.25,0.3333,-0.0833,National Football Stadium,,0,0,0,0,0,0,,,
2026-06-05,4714663,Georgia,Bahrain,Friendly International,05-06-2026 16:00,upcoming,,63.9,11.8,24.3,8077,1788,3455,1667,2,1,2,1,0,0,0.4,1.0,-0.6,Mikheil Meskhis sakhelobis Stadioni,,0,0,0,0,0,0,,,
2026-06-05,4730076,Tyra Caterina Grant,Tatiana Pieri,Foggia,05-06-2026 16:00,upcoming,,69.2,7.7,23.1,13,0,0,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4730082,Pablo Llamas Ruiz,Daniel Merida Aguilar,Perugia,05-06-2026 16:00,upcoming,,60.0,1.4,38.6,70,0,0,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4731266,Greece,Sweden,European League (M),05-06-2026 16:00,upcoming,,57.9,5.3,36.8,19,14,4,-10,1,1,2,0,1,0,0.25,0.0,0.25,,,0,0,0,0,0,0,,,
2026-06-05,4731341,Adam Walton,Timo Legout,Tyler,05-06-2026 16:00,upcoming,,82.6,4.3,13.0,23,2,0,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4731256,Czechia,Hungary,European League (M),05-06-2026 16:05,upcoming,,81.8,9.1,9.1,11,55,3,-52,0,0,1,0,1,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4617986,Italy (W),Serbia (W),UEFA Women WC Qualifiers,05-06-2026 16:15,upcoming,,72.4,17.1,10.6,170,206,8,-198,2,1,2,0,0,2,0.4,0.0,0.4,,,0,0,0,0,0,0,,,
2026-06-05,4728697,Luis David Martinez  / Daniel Masur,Manning W./Shick B.,Tyler,05-06-2026 16:20,upcoming,,70.0,10.0,20.0,10,0,0,,0,0,,0,1,,,,,,,0,0,0,0,0,0,,,
2026-06-05,4728802,Martinez L D./Masur D.,Manning W./Shick B.,Tyler,05-06-2026 16:20,upcoming,,71.4,14.3,14.3,7,0,0,,0,,,0,1,,,,,,,0,0,0,0,0,0,,,
2026-06-05,4728828,Basel V./Oliveira B.,Mejia N./Soriano Barrera A.,Tyler,05-06-2026 16:20,upcoming,,63.6,9.1,27.3,11,0,0,,2,1,,,,,,,,,,0,0,0,0,0,0,,,
2026-06-05,4729841,Martins I./Ovcharenko E.,Lazaro Garcia A./Lukas T.,Makarska,05-06-2026 16:20,upcoming,,66.7,16.7,16.7,6,0,0,,1,0,,1,,,,,,,,0,0,0,0,0,0,,,
2026-06-05,4660801,MC Alger,ASO Chlef,Ligue 1,05-06-2026 16:30,upcoming,,79.3,8.9,11.9,2732,986,163,-823,0,2,1,0,0,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4710298,Slovakia,Montenegro,Friendly International,05-06-2026 16:30,upcoming,,68.9,16.7,14.5,3906,2556,1315,-1241,1,1,0,1,0,1,0.5,0.5,0.0,Košická futbalová aréna,,0,0,0,0,0,0,,,
2026-06-05,4715380,AS Real Bamako,Afrique Football Elite,Premiere Division,05-06-2026 16:30,upcoming,,56.4,29.1,14.5,55,148,0,,0,1,1,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-05,4715383,DIarra,Djoliba Ac,Premiere Division,05-06-2026 16:30,upcoming,,24.4,26.8,48.8,82,0,136,,1,2,0,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4731263,Romania,Latvia,European League (M),05-06-2026 16:30,upcoming,,71.4,14.3,14.3,7,15,2,-13,0,0,0,1,0,1,,0.5,,,,0,0,0,0,0,0,,,
2026-06-05,4617988,Kosovo (W),Croatia (W),UEFA Women WC Qualifiers,05-06-2026 17:00,upcoming,,39.1,16.5,44.4,133,3,9,6,1,1,1,1,1,0,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,,,
2026-06-05,4617991,Turkiye (W),Northern Ireland (W),UEFA Women WC Qualifiers,05-06-2026 17:00,upcoming,,67.5,16.6,15.9,151,13,7,-6,2,0,1,1,1,0,0.6667,0.5,0.1667,,,0,0,0,0,0,0,,,
2026-06-05,4623569,Liechtenstein (W),Estonia (W),UEFA Women WC Qualifiers,05-06-2026 17:00,upcoming,,36.5,22.2,41.3,63,0,5,,0,0,0,1,1,2,,0.25,,,,0,0,0,0,0,0,,,
2026-06-05,4708184,San Marino,Bangladesh,Friendly International,05-06-2026 17:00,upcoming,,40.0,14.9,45.1,5391,1366,418,-948,2,0,0,0,0,1,1.0,0.0,1.0,Stadio Olimpico di Serravalle,,0,0,0,0,0,0,,,
2026-06-05,4714664,Moldova,Bulgaria,Friendly International,05-06-2026 17:00,upcoming,,23.5,17.0,59.5,3077,1414,1495,81,0,0,0,0,1,1,,0.0,,Stadionul Zimbru,,0,0,0,0,0,0,,,
2026-06-05,4719008,Russia,Burkina Faso,Friendly International,05-06-2026 17:00,upcoming,,67.8,13.7,18.5,4774,4332,1100,-3232,0,2,1,2,0,1,0.0,0.6667,-0.6667,Volgograd Arena,,0,0,0,0,0,0,,,
2026-06-05,4728499,Anadolu Efes,Fenerbahçe,Super Ligi,05-06-2026 17:00,upcoming,,42.5,0.8,56.7,127,147,212,65,0,0,1,1,1,1,0.0,0.3333,-0.3333,Basketbol Gelişim Merkezi,,0,0,0,0,0,0,,,
2026-06-05,4728734,Bilbao Basket,Valencia Basket,ACB,05-06-2026 17:00,upcoming,,28.1,0.6,71.3,167,116,259,143,0,1,1,1,1,1,0.0,0.3333,-0.3333,Bilbao Arena,,0,0,0,0,0,0,,,
2026-06-05,4730063,Matteo Arnaldi,Flavio Cobolli,Roland Garros - Men,05-06-2026 17:00,upcoming,,32.1,0.1,67.9,1989,6,41,35,1,1,1,1,1,1,0.3333,0.3333,0.0,COURT PHILIPPE CHATRIER,,0,0,0,0,0,0,,,
2026-06-05,4731248,Varhaug,Hinna FK,NM Cupen,05-06-2026 17:00,upcoming,,60.3,21.3,18.4,136,0,0,,0,,,,,,,,,,,0,0,0,0,0,0,,,
2026-06-05,4731260,Netherlands,North Macedonia,European League (M),05-06-2026 17:00,upcoming,,88.9,5.6,5.6,18,111,4,-107,0,0,1,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-05,4731269,Portugal,Denmark,European League (M),05-06-2026 17:00,upcoming,,88.6,2.9,8.6,35,47,4,-43,0,1,0,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-05,4731284,Estonia,Slovakia,European League (M),05-06-2026 17:00,upcoming,,50.0,16.7,33.3,6,9,12,3,0,1,0,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-05,4728797,Kumar P./Poling K.,Harper P./Milavsky D.,Tyler,05-06-2026 17:10,upcoming,,75.0,8.3,16.7,12,0,0,,1,1,1,0,,,0.3333,,,,,0,0,0,0,0,0,,,
2026-06-05,4617985,Denmark (W),Sweden (W),UEFA Women WC Qualifiers,05-06-2026 17:15,upcoming,,40.0,26.7,33.3,210,138,244,106,2,1,2,1,0,2,0.4,0.3333,0.0667,,,0,0,0,0,0,0,,,
2026-06-05,4617992,Switzerland (W),Malta (W),UEFA Women WC Qualifiers,05-06-2026 17:30,upcoming,,75.5,14.5,10.0,110,138,4,-134,2,1,1,0,0,0,0.5,,,,,0,0,0,0,0,0,,,
2026-06-05,4619673,Andorra (W),North Macedonia (W),UEFA Women WC Qualifiers,05-06-2026 17:30,upcoming,,42.3,21.8,35.9,78,2,5,3,0,0,0,0,0,1,,0.0,,,,0,0,0,0,0,0,,,
2026-06-05,4730109,Zwolle Landstede,ZZ Leiden,BNXT League,05-06-2026 17:30,upcoming,,30.8,7.7,61.5,13,2,3,1,1,1,1,0,1,1,0.3333,0.0,0.3333,,,0,0,0,0,0,0,,,
2026-06-05,4731279,Switzerland,Spain,European League (M),05-06-2026 17:30,upcoming,,7.1,7.1,85.7,14,4,29,25,1,1,1,0,0,0,0.3333,,,,,0,0,0,0,0,0,,,
2026-06-05,4674985,Hungary,Finland,Friendly International,05-06-2026 17:45,upcoming,,70.2,14.5,15.3,4289,2708,1791,-917,2,1,0,0,4,1,0.6667,0.0,0.6667,Puskás Aréna,,0,0,0,0,0,0,,,
2026-06-05,4658395,Platense Res.,Belgrano Res.,Liga Profesional - Reserva,05-06-2026 18:00,upcoming,,32.7,20.6,46.7,107,5,8,3,1,2,0,1,0,1,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,,,
2026-06-05,4660799,JS Kabylie,CR Belouizdad,Ligue 1,05-06-2026 18:00,upcoming,,51.6,13.2,35.2,1629,990,1225,235,1,1,0,2,1,1,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4660804,JS Saoura,CS Constantine,Ligue 1,05-06-2026 18:00,upcoming,,48.9,12.7,38.4,888,223,348,125,2,2,1,2,0,0,0.4,1.0,-0.6,,,0,0,0,0,0,0,,,
2026-06-05,4676753,Slovenia (W),Montenegro (W),European League (W),05-06-2026 18:00,upcoming,,50.0,12.5,37.5,8,6,1,-5,1,0,1,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4683599,Guarulhos,Paulínia,Paulista Serie B,05-06-2026 18:00,upcoming,,64.5,19.4,16.1,31,3,2,-1,1,2,1,0,0,0,0.25,,,,,0,0,0,0,0,0,,,
2026-06-05,4713162,Capivariano/Sp Youth,Sfera U20,Paulista U20,05-06-2026 18:00,upcoming,,60.0,17.1,22.9,35,43,2,-41,2,2,2,0,0,2,0.3333,0.0,0.3333,,,0,0,0,0,0,0,,,
2026-06-05,4713163,Referência FC Youth,Agua Santa/Sp Youth,Paulista U20,05-06-2026 18:00,upcoming,,50.0,12.5,37.5,16,1,51,50,0,4,1,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-05,4713166,Xv De Jaú Youth,Mauá Youth,Paulista U20,05-06-2026 18:00,upcoming,,69.2,15.4,15.4,13,18,2,-16,0,0,1,2,0,2,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-05,4713168,Ibrachina/Sp Youth,Aguaí SP/Youth,Paulista U20,05-06-2026 18:00,upcoming,,68.2,4.5,27.3,22,14,0,,1,0,3,0,0,1,0.25,0.0,0.25,,,0,0,0,0,0,0,,,
2026-06-05,4713169,Novorizontino Youth,Desportivo Brasil/Sp Youth,Paulista U20,05-06-2026 18:00,upcoming,,70.8,8.3,20.8,24,44,51,7,2,0,2,1,0,0,0.5,1.0,-0.5,,,0,0,0,0,0,0,,,
2026-06-05,4713170,Santo André/Sp Youth,São Paulo/Sp Youth,Paulista U20,05-06-2026 18:00,upcoming,,11.7,5.3,83.0,94,39,875,836,0,4,1,1,1,2,0.0,0.25,-0.25,,,0,0,0,0,0,0,,,
2026-06-05,4713171,CA Bandeirantes Youth,São Caetano/Sp Youth,Paulista U20,05-06-2026 18:00,upcoming,,27.8,16.7,55.6,18,1,40,39,2,2,0,1,0,0,0.5,1.0,-0.5,,,0,0,0,0,0,0,,,
2026-06-05,4713172,Botafogo/Sp Youth,União São João/SP Youth,Paulista U20,05-06-2026 18:00,upcoming,,66.7,5.6,27.8,18,76,1,-75,0,4,1,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-05,4713173,Itapirense Youth,Ferroviária/Sp Youth,Paulista U20,05-06-2026 18:00,upcoming,,23.8,4.8,71.4,21,17,76,59,0,0,1,0,1,2,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4713174,Mirassol/Sp Youth,Corinthians/Sp Youth,Paulista U20,05-06-2026 18:00,upcoming,,13.5,7.2,79.3,111,46,937,891,0,3,0,2,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,,,
2026-06-05,4713175,Jabaquara Sp/Youth,Portuguesa/Sp Youth,Paulista U20,05-06-2026 18:00,upcoming,,23.8,4.8,71.4,21,0,47,,0,2,0,0,0,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4713176,São Bento/Sp Youth,União Suzano Youth,Paulista U20,05-06-2026 18:00,upcoming,,64.3,7.1,28.6,14,39,3,-36,0,0,0,0,1,3,,0.0,,,,0,0,0,0,0,0,,,
2026-06-05,4713177,Portuguesa Santista/Sp Youth,Ponte Preta/Sp Youth,Paulista U20,05-06-2026 18:00,upcoming,,16.7,4.2,79.2,24,3,89,86,0,2,2,0,3,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4714666,Azerbaijan,Malta,Friendly International,05-06-2026 18:00,upcoming,,63.6,17.8,18.6,2656,1374,1325,-49,3,1,0,0,0,0,0.75,,,Haladás Stadion,,0,0,0,0,0,0,,,
2026-06-05,4728269,KK Cibona Zagreb,Zadar,Premijer liga,05-06-2026 18:00,upcoming,,50.0,3.6,46.4,28,20,8,-12,0,1,1,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-05,4728533,Panathinaikos,Olympiacos,Basket League,05-06-2026 18:00,upcoming,,43.2,0.3,56.4,287,167,181,14,0,1,1,1,1,1,0.0,0.3333,-0.3333,Telekom Center Athens,,0,0,0,0,0,0,,,
2026-06-05,4728924,Olimpia Milano,Brescia,Lega A,05-06-2026 18:00,upcoming,,79.2,0.9,19.8,106,452,28,-424,1,0,1,0,1,0,0.5,0.0,0.5,Unipol Forum,,0,0,0,0,0,0,,,
2026-06-05,4730089,Fulgencio Yegros,Club Oriental,APF Primera C,05-06-2026 18:00,upcoming,,26.3,42.1,31.6,19,11,1,-10,0,1,1,0,2,0,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4731272,Israel,Croatia,European League (M),05-06-2026 18:00,upcoming,,91.9,1.0,7.1,99,6,9,3,1,1,2,1,1,1,0.25,0.3333,-0.0833,,,0,0,0,0,0,0,,,
2026-06-05,4731317,Giorgia Pedone,Lucia Bronzetti,Foggia,05-06-2026 18:00,upcoming,,19.0,4.8,76.2,21,0,1,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4731616,Belgium (W),Germany (W),International Friendly (W),05-06-2026 18:00,upcoming,,33.3,33.3,33.3,3,20,5,-15,1,1,1,1,1,0,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,,,
2026-06-05,4617989,Belgium (W),Luxembourg (W),UEFA Women WC Qualifiers,05-06-2026 18:15,upcoming,,71.8,13.6,14.5,110,21,2,-19,2,2,1,0,0,0,0.4,,,,,0,0,0,0,0,0,,,
2026-06-05,4731232,Slovenia U21,Albania U21,U21 Friendly International,05-06-2026 18:15,upcoming,,52.9,25.3,21.8,87,56,35,-21,1,2,0,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4556127,Chicago Cubs,San Francisco Giants,MLB,05-06-2026 18:20,upcoming,,66.5,0.2,33.3,555,415,505,90,1,0,0,1,1,0,1.0,0.5,0.5,Wrigley Field,,0,0,0,0,0,0,,,
2026-06-05,4731253,Finland,Austria,European League (M),05-06-2026 18:20,upcoming,,50.0,25.0,25.0,4,26,7,-19,0,1,1,0,1,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4617995,Ireland (W),Netherlands (W),UEFA Women WC Qualifiers,05-06-2026 18:30,upcoming,,19.9,15.4,64.7,221,109,297,188,1,1,0,2,1,1,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4715384,Fc Binga,Us Bougouba,Premiere Division,05-06-2026 18:30,upcoming,,61.9,23.8,14.3,42,0,0,,0,1,1,2,1,2,0.0,0.4,-0.4,,,0,0,0,0,0,0,,,
2026-06-05,4731315,Andrea Pellegrino,Pierluigi Basile,Perugia,05-06-2026 18:30,upcoming,,76.9,1.9,21.2,52,1,0,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4617994,Germany (W),Norway (W),UEFA Women WC Qualifiers,05-06-2026 18:35,upcoming,,75.6,13.4,11.0,365,472,216,-256,2,1,1,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-05,4617980,Portugal (W),Latvia (W),UEFA Women WC Qualifiers,05-06-2026 19:00,upcoming,,83.4,10.9,5.7,211,214,3,-211,1,1,1,0,0,0,0.3333,,,,,0,0,0,0,0,0,,,
2026-06-05,4617984,Spain (W),England (W),UEFA Women WC Qualifiers,05-06-2026 19:00,upcoming,,66.5,13.4,20.1,776,505,398,-107,1,0,1,1,1,1,0.5,0.3333,0.1667,,,0,0,0,0,0,0,,,
2026-06-05,4726676,Sabadell,Real Madrid Castilla,Primera Division RFEF,05-06-2026 19:00,upcoming,,10.7,10.1,79.2,1188,84,330,246,0,1,0,1,2,2,0.0,0.2,-0.2,,,0,0,0,0,0,0,,,
2026-06-05,4728735,Joventut de Badalona,Baskonia Vitoria,ACB,05-06-2026 19:00,upcoming,,55.4,0.9,43.8,112,86,293,207,0,0,1,1,1,1,0.0,0.3333,-0.3333,Palau Municipal d'Esports de Badalona,,0,0,0,0,0,0,,,
2026-06-05,4731634,Club Universitario,Flamengo Sucre,Copa Simón Bolívar,05-06-2026 19:00,upcoming,,72.2,5.6,22.2,18,294,13,-281,1,1,1,2,1,0,0.3333,0.6667,-0.3333,,,0,0,0,0,0,0,,,
2026-06-05,4662054,Njardvik,IR Reykjavik,Inkasso Deildin,05-06-2026 19:15,upcoming,,48.3,25.9,25.9,147,3,3,0,0,1,2,0,0,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
