date,game_id,home,away,competition,time,status,score,vote_home,vote_draw,vote_away,vote_count,pop_rank_home,pop_rank_away,pop_rank_diff,fifa_rank_home,fifa_rank_away,fifa_rank_diff,trend_home_w,trend_home_d,trend_home_l,trend_away_w,trend_away_d,trend_away_l,trend_win_rate_home,trend_win_rate_away,trend_win_rate_diff,venue,attendance,goals_home,goals_away,yellow_home,yellow_away,red_home,red_away,has_lineups,lineups_status_text,has_doubtful,has_missing_players,has_statistics,has_news,has_buzz,social_comments
2026-06-12,4736494,Kt Wiz Suwon,NC Dinos,KBO,12-06-2026 09:30,upcoming,,65.7,1.5,32.8,67,2,11,9,,,,0,1,1,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736495,Kiwoom Heroes,Hanwha Eagles,KBO,12-06-2026 09:30,upcoming,,22.4,1.5,76.1,67,10,11,1,,,,0,0,1,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736496,KIA Tigers,Doosan Bears,KBO,12-06-2026 09:30,upcoming,,62.3,1.6,36.1,61,4,3,-1,,,,0,0,1,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736497,LG Twins,Lotte Giants,KBO,12-06-2026 09:30,upcoming,,84.7,1.4,13.9,72,12,3,-9,,,,1,1,1,0,1,0,0.3333,0.0,0.3333,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736498,Samsung Lions,SSG Landers,KBO,12-06-2026 09:30,upcoming,,87.5,1.4,11.1,72,12,3,-9,,,,1,0,0,0,0,0,1.0,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736016,Detiuc A./Khromacheva I.,Aoyama S./Liang E.,Hertogenbosch,12-06-2026 09:45,upcoming,,20.0,20.0,60.0,5,0,0,,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4726290,Lebanon (W),Indonesia (W),AVC Women's Cup,12-06-2026 10:00,upcoming,,33.3,8.3,58.3,12,0,1,,,,,0,0,0,1,0,0,,1.0,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4733435,Toby Samuel,August Holmgren,Ilkley,12-06-2026 10:00,upcoming,,62.5,1.6,35.9,64,0,0,,,,,1,0,1,1,0,1,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4733769,Darja Vidmanova,Lucrezia Stefanini,Ilkley,12-06-2026 10:00,upcoming,,74.2,3.2,22.6,31,0,0,,,,,1,0,0,1,0,1,1.0,0.5,0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4733770,Alicia  Dudeney,Ashlyn Krueger,Ilkley,12-06-2026 10:00,upcoming,,6.0,1.5,92.5,67,0,1,,,,,1,0,,1,0,1,,0.5,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4733771,Jaqueline Cristian,Katie Boulter,Queen's,12-06-2026 10:00,upcoming,,39.2,0.6,60.2,166,2,3,1,,,,1,0,0,1,0,1,1.0,0.5,0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0
2026-06-12,4733793,Elena Rybakina,Tatjana Maria,Queen's,12-06-2026 10:00,upcoming,,87.6,0.2,12.2,410,84,2,-82,,,,0,1,0,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,False,,False,False,True,False,False,0
2026-06-12,4733869,Zenit,Lokomotiv Kuban,VTB United League,12-06-2026 10:00,upcoming,,66.0,2.0,32.0,50,41,23,-18,,,,0,0,1,1,1,0,0.0,0.5,-0.5,KSK Arena,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734695,Elizabeth Mandlik,Dalma Galfi,Ilkley,12-06-2026 10:00,upcoming,,14.7,2.9,82.4,34,0,1,,,,,1,0,0,1,0,0,1.0,1.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734714,Viktorija Golubic,Katie Swan,Ilkley,12-06-2026 10:00,upcoming,,85.7,2.9,11.4,35,1,0,,,,,0,1,1,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734716,Henrique Rocha,Darwin Blanch,Ilkley,12-06-2026 10:00,upcoming,,87.0,0.8,12.2,123,1,0,,,,,1,1,1,1,0,1,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4735974,Alexander Shevchenko,Maxim Mrva,Bratislava,12-06-2026 10:00,upcoming,,93.6,2.1,4.3,47,3,0,,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736010,Cervantes I./Molchanov D.,Karol Drzewiecki / Piotr Matuszewski,Bratislava,12-06-2026 10:00,upcoming,,33.3,33.3,33.3,3,0,0,,,,,1,1,0,1,0,1,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736047,Glinka D./Sakellaridis S.,Bublik A./Kyrgios N.,Stuttgart,12-06-2026 10:00,upcoming,,15.4,3.8,80.8,26,0,0,,,,,1,,,1,,,,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734764,Tristan Boyer,Nikolas Sanchez-Izquierdo,Lyon,12-06-2026 10:30,upcoming,,40.5,2.7,56.8,37,0,0,,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734668,Danilina A./Krunic A.,Mihalikova T./Nicholls O.,Queen's,12-06-2026 10:45,upcoming,,80.0,5.0,15.0,20,0,0,,,,,1,0,1,1,0,1,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,True,False,False,0
2026-06-12,4736064,Mattia Bellucci,Taylor Fritz,Stuttgart,12-06-2026 10:50,upcoming,,16.9,0.3,82.9,397,2,398,396,,,,1,1,0,1,0,0,0.5,1.0,-0.5,CENTER COURT,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734762,Dominika Salkova,Katarzyna Kawa,Modena,12-06-2026 11:00,upcoming,,69.2,7.7,23.1,13,0,0,,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4735953,Benjamin Bonzi,Alex De Minaur,Hertogenbosch,12-06-2026 11:00,upcoming,,18.7,0.4,81.0,273,4,308,304,,,,1,1,1,1,0,1,0.3333,0.5,-0.1667,CENTRE COURT,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4735956,Zeynep Sonmez,Magda Linette,Hertogenbosch,12-06-2026 11:00,upcoming,,60.5,1.2,38.3,81,1,28,27,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4735997,Ruehl T./Wehnelt K.,Mansouri S./Neuchrist M.,Lyon ,12-06-2026 11:00,upcoming,,33.3,33.3,33.3,3,0,0,,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736053,Jecan M. A./Pavel B.,Cornea V./Cukierman D.,Cattolica,12-06-2026 11:00,upcoming,,60.0,20.0,20.0,5,0,0,,,,,1,1,0,1,1,,0.5,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4733767,Sorana Cirstea,Emma Raducanu,Queen's,12-06-2026 11:10,upcoming,,57.8,0.2,42.0,441,44,27,-17,,,,1,0,1,1,0,0,0.5,1.0,-0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0
2026-06-12,4734663,Zdenek Kolar,Federico Cina,Bratislava,12-06-2026 11:10,upcoming,,36.4,3.0,60.6,33,0,0,,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734689,Arthur Gea,Mark Lajal,Ilkley,12-06-2026 11:10,upcoming,,56.8,1.1,42.0,88,0,1,,,,,1,0,0,1,0,1,1.0,0.5,0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734713,Harriet Dart,Kamilla Rakhimova,Queen's,12-06-2026 11:10,upcoming,,41.5,0.8,57.7,130,1,1,0,,,,1,0,0,0,1,0,1.0,0.0,1.0,,,0,0,0,0,0,0,False,,False,False,True,False,False,0
2026-06-12,4736005,Hanfmann Y./Struff J-L.,Kirkov V./Miedler L.,Stuttgart,12-06-2026 11:10,upcoming,,81.8,9.1,9.1,11,0,0,,,,,1,1,,1,1,,,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4732774,Barangay Ginebra,Tnt Tropang Giga,PBA Philippine Cup,12-06-2026 11:30,upcoming,,73.1,3.8,23.1,26,1,0,,,,,0,1,0,1,0,1,0.0,0.5,-0.5,Smart Araneta Coliseum,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734662,Petr Brunclik,Vitaliy Sachko,Bratislava,12-06-2026 11:30,upcoming,,25.0,5.0,70.0,20,0,0,,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734698,Harmony Tan,Lanlana Tararudee,Ilkley,12-06-2026 11:50,upcoming,,25.7,2.9,71.4,35,0,0,,,,,1,1,1,1,0,0,0.3333,1.0,-0.6667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4668126,Japan,Poland,Volleyball Nations League,12-06-2026 12:00,upcoming,,65.6,0.4,34.0,247,142,142,0,,,,1,1,0,0,1,1,0.5,0.0,0.5,Linxia Olympic Sports Park Stadium,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4729959,Maccabi Tel Aviv,Hapoel Holon,Winner League,12-06-2026 12:00,upcoming,,75.6,0.1,24.3,1401,625,88,-537,,,,1,1,1,0,0,1,0.3333,0.0,0.3333,Menora Mivtachim Arena,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734702,Tristan Schoolkate,Oliver Tarvet,Ilkley,12-06-2026 12:00,upcoming,,89.4,2.1,8.5,47,1,0,,,,,1,0,0,1,0,0,1.0,1.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4733753,Celine Naef,Akasha Urhobo,Ilkley,12-06-2026 12:05,upcoming,,69.5,1.7,28.8,59,0,0,,,,,1,1,1,1,0,1,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736063,Victoria Kasintseva,Leyre Romero Gormaz,Modena,12-06-2026 12:10,upcoming,,50.0,7.1,42.9,14,0,0,,,,,1,1,0,1,1,1,0.5,0.3333,0.1667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4735955,Daria Snigur,Robin Montgomery,Hertogenbosch,12-06-2026 12:10,upcoming,,69.2,1.5,29.2,65,0,0,,,,,1,1,0,1,1,1,0.5,0.3333,0.1667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736004,Felix Auger Aliassime,Kamil Majchrzak,Hertogenbosch,12-06-2026 12:10,upcoming,,90.2,0.4,9.4,256,288,2,-286,,,,1,0,1,1,1,0,0.5,0.5,0.0,CENTRE COURT,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736048,Grevelius E./Heinonen A.,De Jong J./Hermans M.,Cattolica,12-06-2026 12:10,upcoming,,50.0,25.0,25.0,4,0,0,,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734666,Iva Jovic,Amanda Anisimova,Queen's,12-06-2026 12:20,upcoming,,35.9,0.5,63.6,184,13,36,23,,,,1,1,0,1,0,1,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736481,Stevenson D./Willis M.,Holmgren A./Natarajan V S P.,Ilkley,12-06-2026 12:20,upcoming,,50.0,25.0,25.0,4,0,0,,,,,1,1,0,1,1,,0.5,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4735966,Daniel Galan,Kimmer Coppejans,Lyon,12-06-2026 12:30,upcoming,,53.8,2.6,43.6,39,23,1,-22,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736478,Arias B./Ingildsen J.,Pruchya Isaro / Niki Kaliyanda Poonacha,Lyon ,12-06-2026 12:30,upcoming,,50.0,25.0,25.0,4,0,0,,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4539962,Coastal Union,Namungo FC,Ligi Kuu Bara,12-06-2026 13:00,upcoming,,55.7,25.7,18.6,70,38,16,-22,,,,1,0,1,0,2,0,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4647061,Fountain Gate,Azam FC,Ligi Kuu Bara,12-06-2026 13:00,upcoming,,26.0,18.1,55.9,127,18,163,145,,,,1,2,0,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4655094,Al-Abbassieh,Al Hikma,Premier League,12-06-2026 13:00,upcoming,,40.5,29.1,30.4,79,0,11,,,,,0,1,2,1,3,0,0.0,0.25,-0.25,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4655096,Shabab Al Sahel,Safa,Premier League,12-06-2026 13:00,upcoming,,34.8,28.3,37.0,92,48,117,69,,,,0,0,2,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4678161,Georgia (W),Switzerland (W),European League (W),12-06-2026 13:00,upcoming,,41.2,5.9,52.9,17,1,3,2,,,,0,0,0,1,0,1,,0.5,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4726289,Chinese Taipei (W),South Korea (W),AVC Women's Cup,12-06-2026 13:00,upcoming,,40.0,5.0,55.0,20,12,30,18,,,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4731593,Foutoua,Al Karamah,Syrian Premier League,12-06-2026 13:00,upcoming,,32.6,12.1,55.4,307,67,188,121,,,,0,1,0,1,1,2,0.0,0.25,-0.25,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
