date,game_id,home,away,competition,time,status,score,vote_home,vote_draw,vote_away,vote_count,pop_rank_home,pop_rank_away,pop_rank_diff,fifa_rank_home,fifa_rank_away,fifa_rank_diff,trend_home_w,trend_home_d,trend_home_l,trend_away_w,trend_away_d,trend_away_l,trend_win_rate_home,trend_win_rate_away,trend_win_rate_diff,venue,attendance,goals_home,goals_away,yellow_home,yellow_away,red_home,red_away,has_lineups,lineups_status_text,has_doubtful,has_missing_players,has_statistics,has_news,has_buzz,social_comments
2026-06-12,4736052,Karol M./Serdarusic N.,Pokorny L./Sachko V.,Bratislava,12-06-2026 13:00,upcoming,,50.0,25.0,25.0,4,0,0,,,,,1,1,1,1,1,0,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736480,Bollipalli R C./Hilderbrand T.,Escobar G./Kittay B.,Ilkley,12-06-2026 13:05,upcoming,,50.0,25.0,25.0,4,0,0,,,,,1,1,,1,1,0,,0.5,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734687,Filippo Romano,Jack Pinnington Jones,Ilkley,12-06-2026 13:10,upcoming,,30.6,2.8,66.7,36,0,0,,,,,1,1,1,1,0,0,0.3333,1.0,-0.6667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4728773,Albania (W),Romania (W),European League (W),12-06-2026 13:30,upcoming,,22.2,11.1,66.7,9,0,5,,,,,0,0,1,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734646,Jovic I./Kessler M.,Dabrowski G./Stefani L.,Queen's,12-06-2026 13:40,upcoming,,43.8,3.1,53.1,32,0,0,,,,,1,,,1,0,1,,0.5,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0
2026-06-12,4675544,Isloch,Naftan Novopolotsk,Vysshaya Liga,12-06-2026 14:00,upcoming,,61.8,30.9,7.4,136,23,8,-15,,,,2,1,1,0,0,0,0.5,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734645,Raul Brancaccio,Roberto Carballes,Cattolica,12-06-2026 14:00,upcoming,,17.4,4.3,78.3,23,0,8,,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736011,Zsombor Piros,Taro Daniel,Bratislava,12-06-2026 14:00,upcoming,,43.3,3.3,53.3,30,1,5,4,,,,1,1,0,1,1,1,0.5,0.3333,0.1667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736477,Fossa Huergo N./Radisic N.,Gorgodze E./Karamoko N.,Modena,12-06-2026 14:30,upcoming,,28.6,14.3,57.1,7,0,0,,,,,1,,,1,,,,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4657733,FC Iberia 1999,Spaeri FC,Erovnuli Liga,12-06-2026 15:00,upcoming,,63.0,23.2,13.7,211,124,13,-111,,,,1,0,1,0,1,2,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4663522,FK Tukums 2000,BFC Daugavpils,Virsliga,12-06-2026 15:00,upcoming,,36.9,33.3,29.8,141,3,19,16,,,,0,0,0,2,0,1,,0.6667,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4678193,Kosovo (W),Greece (W),European League (W),12-06-2026 15:00,upcoming,,50.0,12.5,37.5,8,1,7,6,,,,0,0,1,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4731651,Albania,Finland,European League (M),12-06-2026 15:00,upcoming,,28.6,14.3,57.1,7,0,26,,,,,0,0,,1,1,0,,0.5,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4731678,Kosovo,Estonia,European League (M),12-06-2026 15:00,upcoming,,33.3,33.3,33.3,3,2,9,7,,,,0,0,0,1,1,0,,0.5,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4733310,Olympique Safi,Kawkab Marrakech,Botola Pro,12-06-2026 15:00,upcoming,,38.2,17.2,44.6,787,215,224,9,,,,0,0,2,1,2,1,0.0,0.25,-0.25,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4733311,FUS Rabat,Maghreb Fès,Botola Pro,12-06-2026 15:00,upcoming,,27.0,20.6,52.3,770,671,309,-362,,,,2,2,2,2,1,0,0.3333,0.6667,-0.3333,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4735998,Jiri Lehecka,Frances Tiafoe,Stuttgart,12-06-2026 15:00,upcoming,,44.1,0.3,55.6,349,43,258,215,,,,1,0,0,1,1,0,1.0,0.5,0.5,CENTER COURT,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736483,Carlos Maria Zarate,Luciano Emanuel Ambrogi,San Miguel de Tucuman,12-06-2026 15:00,upcoming,,10.0,10.0,80.0,10,0,0,,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736484,Matheus Almeida,Johan Alexander Rodriguez,San Miguel de Tucuman,12-06-2026 15:00,upcoming,,63.6,9.1,27.3,11,0,0,,,,,1,1,0,1,1,1,0.5,0.3333,0.1667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4539963,Kinondoni MC,Tabora United,Ligi Kuu Bara,12-06-2026 15:30,upcoming,,42.2,26.7,31.1,45,18,2,-16,,,,0,0,0,0,1,2,,0.0,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4649925,JäPS,PK-35,Ykkosliiga,12-06-2026 15:30,upcoming,,31.9,33.0,35.1,94,5,5,0,,,,1,0,0,2,1,1,1.0,0.5,0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4651606,FC KTP,Ekenäs IF,Ykkosliiga,12-06-2026 15:30,upcoming,,49.5,34.0,16.5,97,9,6,-3,,,,0,1,1,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4673033,FK Panevezys,Transinvest,A Lyga,12-06-2026 15:30,upcoming,,36.4,27.1,36.4,107,77,6,-71,,,,0,1,1,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4678182,Estonia (W),Hungary (W),European League (W),12-06-2026 15:30,upcoming,,14.3,14.3,71.4,7,3,2,-1,,,,0,0,0,1,1,0,,0.5,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4684455,Hegelmann Litauen Ii,Babrungas,I Lyga,12-06-2026 15:30,upcoming,,22.2,22.2,55.6,18,0,0,,,,,0,0,0,1,2,1,,0.25,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4684456,Be1 Nfa,Tauras Taurage,I Lyga,12-06-2026 15:30,upcoming,,43.8,18.8,37.5,16,0,2,,,,,0,1,1,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4694628,SalPa Salo,Kuopion Palloseura II,Ykkonen,12-06-2026 15:30,upcoming,,48.5,29.9,21.6,134,3,0,,,,,0,1,1,1,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736050,Cavalle-Reimers Y./Salden L.,Cho I-H./Cho Y T.,Modena,12-06-2026 15:40,upcoming,,50.0,16.7,33.3,6,0,0,,,,,1,0,1,1,1,1,0.5,0.3333,0.1667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736468,Felix Balshaw,Clement Tabur,Lyon,12-06-2026 15:45,upcoming,,15.4,7.7,76.9,13,0,0,,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4731322,Zalgiris Kaunas,Juventus,LKL League,12-06-2026 15:50,upcoming,,64.0,4.0,32.0,25,109,7,-102,,,,1,1,1,0,0,1,0.3333,0.0,0.3333,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736487,Nuria Brancaccio,Lucia Bronzetti,Modena,12-06-2026 16:00,upcoming,,50.0,12.5,37.5,8,0,1,,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4663521,FK Liepaja,Super Nova,Virsliga,12-06-2026 16:00,upcoming,,58.9,22.4,18.7,107,80,3,-77,,,,1,2,0,0,0,1,0.3333,0.0,0.3333,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4673034,Džiugas Telšiai,Siauliai,A Lyga,12-06-2026 16:00,upcoming,,63.9,24.7,11.3,97,2,10,8,,,,1,1,3,2,1,1,0.2,0.5,-0.3,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4675546,Belshina Bobruisk,BATE Borisov,Vysshaya Liga,12-06-2026 16:00,upcoming,,23.3,26.7,50.0,116,15,1121,1106,,,,0,1,0,2,2,2,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4678152,Iceland (W),Slovenia (W),European League (W),12-06-2026 16:00,upcoming,,28.6,14.3,57.1,7,1,6,5,,,,0,0,1,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4684453,Kauno Zalgiris II,Dainava Alytus,I Lyga,12-06-2026 16:00,upcoming,,20.0,32.0,48.0,25,1,2,1,,,,1,0,0,1,1,0,1.0,0.5,0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4684454,FK Lietava Jonava,Atmosfera,I Lyga,12-06-2026 16:00,upcoming,,25.0,30.0,45.0,20,4,0,,,,,2,0,2,1,2,0,0.5,0.3333,0.1667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4731654,Bosnia & Herzegovina,Czechia,European League (M),12-06-2026 16:00,upcoming,,60.0,20.0,20.0,5,1,55,54,,,,0,0,,1,1,0,,0.5,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4731661,Azerbaijan,Romania,European League (M),12-06-2026 16:00,upcoming,,20.0,20.0,60.0,5,3,15,12,,,,0,0,0,1,0,0,,1.0,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4731672,Norway,Israel,European League (M),12-06-2026 16:00,upcoming,,9.6,1.2,89.2,83,3,7,4,,,,0,0,0,1,1,1,,0.3333,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734715,Francesco Forti,Andrea Guerrieri,Cattolica,12-06-2026 16:00,upcoming,,25.0,6.2,68.8,16,0,0,,,,,1,1,1,1,1,0,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736482,Brooks M./Rajecki A.,Harrison C./Osborne A.,Ilkley,12-06-2026 16:00,upcoming,,50.0,25.0,25.0,4,0,0,,,,,1,1,0,1,1,,0.5,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736486,Fruhvirtova L./Korneeva A.,Christie F./Silva E.,Ilkley,12-06-2026 16:00,upcoming,,33.3,33.3,33.3,3,0,0,,,,,1,1,,1,1,0,,0.5,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736491,Guido Ivan Justo,Thiago Cigarran,San Miguel de Tucuman,12-06-2026 16:10,upcoming,,66.7,11.1,22.2,9,0,0,,,,,1,1,0,1,1,1,0.5,0.3333,0.1667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736500,Nicolas Kicker,Federico Coria,San Miguel de Tucuman,12-06-2026 16:10,upcoming,,38.9,5.6,55.6,18,2,9,7,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4678164,Israel (W),Slovakia (W),European League (W),12-06-2026 16:30,upcoming,,84.6,2.6,12.8,39,2,9,7,,,,1,0,1,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4731675,Luxembourg,Switzerland,European League (M),12-06-2026 16:30,upcoming,,16.7,16.7,66.7,6,2,4,2,,,,0,0,0,1,0,1,,0.5,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4636284,Vittsjö (W),Kristianstad (W),Damallsvenskan,12-06-2026 17:00,upcoming,,27.8,37.0,35.2,54,2,1,-1,,,,0,1,1,0,0,2,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4655572,Dinamo Batumi,Dila Gori,Erovnuli Liga,12-06-2026 17:00,upcoming,,45.3,26.2,28.5,172,164,89,-75,,,,0,1,2,0,0,2,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4673035,FK Zalgiris,FK Riteriai,A Lyga,12-06-2026 17:00,upcoming,,66.9,18.5,14.5,124,493,15,-478,,,,1,0,0,0,0,0,1.0,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4728776,Lithuania (W),Sweden (W),European League (W),12-06-2026 17:00,upcoming,,25.0,12.5,62.5,8,0,5,,,,,0,0,0,1,1,1,,0.3333,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4731664,Iceland,Greece,European League (M),12-06-2026 17:00,upcoming,,25.0,25.0,50.0,4,3,14,11,,,,0,0,1,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4733312,CODM Meknes,CR Khemis Zemamra,Botola Pro,12-06-2026 17:00,upcoming,,59.2,21.7,19.1,341,64,79,15,,,,2,1,0,0,1,0,0.6667,0.0,0.6667,,,0,0,0,0,0,0,False,Probable Lineups,False,False,False,False,False,0
2026-06-12,4733313,El Jadida,Olympique Dcheira,Botola Pro,12-06-2026 17:00,upcoming,,64.2,20.8,15.0,346,224,38,-186,,,,2,0,2,0,0,0,0.5,,,,,0,0,0,0,0,0,False,Probable Lineups,False,False,False,False,False,0
2026-06-12,4736492,Del Pino M./Dickerson R.,Monzon I./Villalon N.,San Miguel de Tucuman,12-06-2026 17:20,upcoming,,33.3,33.3,33.3,3,0,0,,,,,1,,,1,1,0,,0.5,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736493,Casanova H./Rodriguez Taverna S.,Cardozo J A./de la Fuente S.,San Miguel de Tucuman,12-06-2026 17:20,upcoming,,50.0,25.0,25.0,4,0,0,,,,,1,1,1,1,2,1,0.3333,0.25,0.0833,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4678199,North Macedonia (W),Spain (W),European League (W),12-06-2026 17:30,upcoming,,11.1,5.6,83.3,18,0,15,,,,,0,0,0,1,1,0,,0.5,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4725986,Aegir Thorlakshofn,Breidablik,Icelandic Cup - Mjólkurbikarinn,12-06-2026 17:30,upcoming,,22.1,22.5,55.4,289,1,348,347,,,,0,1,1,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4731658,Georgia,Netherlands,European League (M),12-06-2026 17:30,upcoming,,13.6,4.5,81.8,22,3,111,108,,,,0,0,0,1,1,0,,0.5,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4712355,Salmiyah SC,Kuwait SC,Premier Division,12-06-2026 17:45,upcoming,,21.4,12.7,66.0,805,198,848,650,,,,1,1,0,1,2,1,0.5,0.25,0.25,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4712356,Al Nasr,Kazma SC,Premier Division,12-06-2026 17:45,upcoming,,37.5,17.0,45.6,371,112,190,78,,,,0,2,1,0,0,1,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734991,KK Partizan,BC Dubai,ABA League,12-06-2026 18:00,upcoming,,85.7,3.6,10.7,28,65,5,-60,,,,1,0,0,0,1,1,1.0,0.0,1.0,Belgrade Arena - Mala Dvorana,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4713153,Xv De Jaú Youth,Capivariano/Sp Youth,Paulista U20,12-06-2026 18:00,upcoming,,36.4,27.3,36.4,22,18,43,25,,,,1,0,0,1,2,2,1.0,0.2,0.8,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4713570,Leônico,Barreiras,Baiano - Série B,12-06-2026 18:00,upcoming,,17.0,11.3,71.7,53,0,0,,,,,0,0,1,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4728732,Ca Penarol,Aguada,Liga Uruguaya,12-06-2026 18:00,upcoming,,78.4,0.7,20.9,134,31,35,4,,,,1,1,1,0,0,1,0.3333,0.0,0.3333,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4729054,FC Porto,Benfica,Liga Portuguesa,12-06-2026 18:00,upcoming,,41.4,1.7,56.9,58,46,60,14,,,,1,0,1,0,1,1,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4733251,Valencia Basket,Joventut de Badalona,ACB,12-06-2026 18:00,upcoming,,77.2,0.8,22.0,127,259,86,-173,,,,1,1,1,0,1,1,0.3333,0.0,0.3333,Pabellón Municipal Fuente San Luis,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4733450,Holguin,Industriales,Liga Elite,12-06-2026 18:00,upcoming,,26.1,4.3,69.6,23,0,25,,,,,1,0,1,0,1,0,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4733636,Artemisa,Matanzas,Liga Elite,12-06-2026 18:00,upcoming,,37.5,12.5,50.0,8,5,7,2,,,,0,1,0,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4733640,Mayabeque,Las Tunas,Liga Elite,12-06-2026 18:00,upcoming,,16.7,16.7,66.7,6,1,17,16,,,,1,0,1,0,1,0,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4729055,Dziki Warszawa,Arka Gdynia,Basket Liga,12-06-2026 18:15,upcoming,,64.3,7.1,28.6,14,0,3,,,,,0,0,0,1,0,0,,1.0,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4734765,Kaitlin Quevedo,Laura Samson,Modena,12-06-2026 18:30,upcoming,,82.4,5.9,11.8,17,0,0,,,,,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4655095,Nejmeh SC,Al Ahed,Premier League,12-06-2026 18:30,upcoming,,53.3,19.1,27.6,152,546,321,-225,,,,1,3,2,2,0,4,0.1667,0.3333,-0.1667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4733905,Bayern Munich,Alba Berlin,Bundesliga,12-06-2026 18:30,upcoming,,86.5,0.7,12.8,141,547,175,-372,,,,1,1,1,1,0,0,0.3333,1.0,-0.6667,SAP Garden,,0,0,0,0,0,0,False,,False,False,False,False,True,0
2026-06-12,4733940,Pau-orthez,Poitiers,LNB Pro B,12-06-2026 18:30,upcoming,,60.0,20.0,20.0,5,21,3,-18,,,,1,1,1,1,1,0,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4633722,Wexford Youths,Cork City,Division 1,12-06-2026 18:45,upcoming,,11.7,27.3,60.9,128,13,154,141,,,,0,1,0,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4633723,Treaty United,Bray Wanderers,Division 1,12-06-2026 18:45,upcoming,,12.9,34.3,52.9,70,3,20,17,,,,0,0,0,1,2,1,,0.25,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4633724,Kerry,Athlone Town,Division 1,12-06-2026 18:45,upcoming,,45.6,39.7,14.7,68,2,13,11,,,,0,2,1,0,0,0,0.0,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4633725,Finn Harps,UC Dublin FC,Division 1,12-06-2026 18:45,upcoming,,22.0,37.4,40.7,91,15,15,0,,,,0,2,0,1,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4633894,Waterford FC,Sligo Rovers,Premier Division,12-06-2026 18:45,upcoming,,38.1,32.0,29.9,278,19,76,57,,,,2,0,1,0,1,0,0.6667,0.0,0.6667,,,0,0,0,0,0,0,False,Probable Lineups,False,False,False,False,False,0
2026-06-12,4633895,St. Patricks,Drogheda Utd,Premier Division,12-06-2026 18:45,upcoming,,60.7,25.4,14.0,272,100,36,-64,,,,0,2,0,2,2,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,Probable Lineups,False,False,False,False,False,0
2026-06-12,4633897,Galway United,Dundalk,Premier Division,12-06-2026 18:45,upcoming,,30.0,33.3,36.7,240,18,522,504,,,,2,0,1,1,2,1,0.6667,0.25,0.4167,,,0,0,0,0,0,0,False,Probable Lineups,False,False,False,False,False,0
2026-06-12,4633898,Derry City,Bohemians,Premier Division,12-06-2026 18:45,upcoming,,24.9,28.1,47.0,313,52,98,46,,,,0,2,2,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,Probable Lineups,False,False,False,False,False,0
2026-06-12,4728045,Rimini,Scaligera Basket Verona,Serie A2,12-06-2026 18:45,upcoming,,25.0,5.0,70.0,20,1,8,7,,,,0,0,1,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4732907,Northampton Saints,Leicester Tigers,Premiership Rugby (RU),12-06-2026 18:45,upcoming,,33.3,33.3,33.3,3,6,22,16,,,,0,1,0,0,0,1,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4633896,Shelbourne,Shamrock,Premier Division,12-06-2026 19:00,upcoming,,27.3,25.9,46.8,421,94,468,374,,,,2,2,1,1,1,0,0.4,0.5,-0.1,,,0,0,0,0,0,0,False,Probable Lineups,False,False,False,False,False,0
2026-06-12,4679185,Coquimbo Unido (W),Deportes Recoleta (W),Championship Women,12-06-2026 19:00,upcoming,,67.6,11.8,20.6,34,3,0,,,,,0,2,1,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4697699,Canada,Bosnia & Herzegovina,FIFA World Cup,12-06-2026 19:00,upcoming,,72.7,11.1,16.2,64227,1994,2262,268,30,64,34,2,1,2,2,2,3,0.4,0.2857,0.1143,BMO Field (Toronto),,0,0,0,0,0,0,False,Probable Lineups,True,True,False,True,True,0
2026-06-12,4733908,FBC Melgar (W),Alianza Lima (W),Women League,12-06-2026 19:00,upcoming,,32.4,14.7,52.9,34,1,12,11,,,,2,0,1,1,0,2,0.6667,0.3333,0.3333,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4662049,Throttur Reykjavik,HK Kopavogur,Inkasso Deildin,12-06-2026 19:15,upcoming,,56.7,21.1,22.2,90,7,8,1,,,,1,1,0,1,0,1,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4668129,Belgium,Serbia,Volleyball Nations League,12-06-2026 19:30,upcoming,,45.5,1.1,53.4,88,33,125,92,,,,1,0,0,1,0,0,1.0,1.0,0.0,Nilson Nelson Gymnasium,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4668201,Germany,USA,Volleyball Nations League,12-06-2026 20:00,upcoming,,38.1,0.8,61.1,126,213,206,-7,,,,0,1,1,1,1,1,0.0,0.3333,-0.3333,TD Place Arena,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4731667,Montenegro,Portugal,European League (M),12-06-2026 20:00,upcoming,,9.1,4.5,86.4,22,9,47,38,,,,1,0,1,1,0,0,0.5,1.0,-0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4725984,IA Akranes,Vikingur,Icelandic Cup - Mjólkurbikarinn,12-06-2026 20:15,upcoming,,15.9,18.9,65.2,264,23,208,185,,,,1,2,1,1,1,1,0.25,0.3333,-0.0833,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4639635,Defensores Cambaceres,Berazategui,Primera C,12-06-2026 21:30,upcoming,,25.0,25.0,50.0,40,22,19,-3,,,,0,2,1,1,0,2,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4669183,Atlético Goianiense,CRB,Brasileirão - Série B,12-06-2026 22:00,upcoming,,50.5,24.5,25.0,1366,2399,1347,-1052,,,,1,2,0,0,0,1,0.3333,0.0,0.3333,,,0,0,0,0,0,0,False,,False,False,False,False,True,0
2026-06-12,4683595,Santa Fé - SP,América SP,Paulista Serie B,12-06-2026 22:00,upcoming,,16.7,20.0,63.3,30,0,5,,,,,0,0,0,1,1,2,,0.25,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4705664,Ferro Carril Oeste,Boca Juniors,Division de Honor,12-06-2026 22:00,upcoming,,40.0,20.0,40.0,5,0,19,,,,,0,0,0,1,0,0,,1.0,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4733709,Caciques De Distrito,Guerreros De Lara,LMBP,12-06-2026 22:00,upcoming,,33.3,33.3,33.3,3,6,1,-5,,,,0,1,1,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4733710,Lideres De Miranda,Senadores De Caracas,LMBP,12-06-2026 22:00,upcoming,,20.0,20.0,60.0,5,1,6,5,,,,1,1,0,1,0,0,0.5,1.0,-0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736033,Inter Concepcion,CDSC Nacimiento,Tercera División B,12-06-2026 22:00,upcoming,,57.1,14.3,28.6,7,0,0,,,,,0,0,0,0,0,1,,0.0,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4736034,Iberia Los Ángeles,República Independiente de Hualqui,Tercera División B,12-06-2026 22:30,upcoming,,63.6,9.1,27.3,11,76,0,,,,,1,1,1,1,1,0,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4555323,Pittsburgh Pirates,Miami Marlins,MLB,12-06-2026 22:40,upcoming,,59.6,0.3,40.1,344,186,192,6,,,,0,1,0,1,1,1,0.0,0.3333,-0.3333,PNC Park,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4556121,Washington Nationals,Seattle Mariners,MLB,12-06-2026 22:45,upcoming,,38.5,0.4,61.1,270,179,183,4,,,,0,1,1,0,0,1,0.0,0.0,0.0,Nationals Park,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4639207,San Martín Burzaco,Villa Dalmine,Primera B Metropolitana,12-06-2026 23:00,upcoming,,55.6,18.5,25.9,54,19,75,56,,,,0,1,1,2,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0
2026-06-12,4668169,Iran,Argentina,Volleyball Nations League,12-06-2026 23:00,upcoming,,24.4,0.6,75.0,176,116,306,190,,,,0,0,0,0,0,0,,,,Nilson Nelson Gymnasium,,0,0,0,0,0,0,False,,False,False,False,False,False,0
