date,game_id,home,away,competition,time,status,score,vote_home,vote_draw,vote_away,vote_count,pop_rank_home,pop_rank_away,pop_rank_diff,fifa_rank_home,fifa_rank_away,fifa_rank_diff,trend_home_w,trend_home_d,trend_home_l,trend_away_w,trend_away_d,trend_away_l,trend_win_rate_home,trend_win_rate_away,trend_win_rate_diff,venue,attendance,goals_home,goals_away,yellow_home,yellow_away,red_home,red_away,has_lineups,lineups_status_text,has_doubtful,has_missing_players,has_statistics,has_news,has_buzz,social_comments,score_ht,winner
2026-06-29,4711952,Deportes Puerto Montt,Deportes Concepcion,Chilean Cup,29-06-2026 00:00,finished,2:0,36.6,19.6,43.7,1029,111,91,-20,,,,1,1,2,0,1,2,0.25,0.0,0.25,,,0,0,0,0,0,0,True,Lineups,False,True,True,False,False,0,0:0,home
2026-06-29,4659221,Minnesota II,Tacoma Defiance,MLS Next Pro,29-06-2026 00:00,live,1:2,50.3,24.5,25.2,147,2,18,16,,,,0,1,0,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,True,Lineups,False,False,True,False,False,0,1:1,draw
2026-06-29,4659215,St. Louis City II,Austin Fc II,MLS Next Pro,29-06-2026 00:00,live,0:0,26.5,23.9,49.6,117,1,3,2,,,,0,3,1,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,True,Lineups,False,False,True,False,False,0,0:0,draw
2026-06-29,4659214,Los Angeles FC II,Houston Dynamo Academy,MLS Next Pro,29-06-2026 02:00,upcoming,,47.2,18.6,34.2,231,3,2,-1,,,,1,0,3,0,0,1,0.25,0.0,0.25,,,0,0,0,0,0,0,True,Lineups,False,False,True,False,False,0,,draw
2026-06-29,4748229,Ca River Plate (Uru) (Reserves),Juventud De Las Piedras (Reserves),Reserve League,29-06-2026 12:00,upcoming,,33.3,29.2,37.5,24,0,1,,,,,2,0,0,2,0,0,1.0,1.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-29,4655074,Al Hikma,Tadamon,Premier League,29-06-2026 12:30,upcoming,,57.7,22.5,19.7,71,11,45,34,,,,1,2,0,0,1,2,0.3333,0.0,0.3333,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-29,4655077,Nejmeh SC,Racing,Premier League,29-06-2026 13:00,upcoming,,62.1,15.2,22.7,66,546,58,-488,,,,1,1,0,0,0,0,0.5,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-29,4748226,Albion Fc (Reserves),Colon FC (Reserve),Reserve League,29-06-2026 13:00,upcoming,,63.2,21.1,15.8,19,0,0,,,,,2,2,1,0,1,2,0.4,0.0,0.4,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-29,4748227,Racing Club Montevideo (Reserves),Ca Progreso (Reserves),Reserve League,29-06-2026 14:00,upcoming,,40.0,40.0,20.0,15,1,1,0,,,,2,1,0,0,1,2,0.6667,0.0,0.6667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-29,4748228,Deportivo Maldonado (Reserves),Boston River reserves,Reserve League,29-06-2026 14:00,upcoming,,43.8,31.2,25.0,16,0,1,,,,,0,0,2,0,0,0,0.0,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-29,4663505,Auda,Riga,Virsliga,29-06-2026 15:00,upcoming,,23.6,18.8,57.6,165,30,197,167,,,,2,1,0,2,1,1,0.6667,0.5,0.1667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-29,4663506,FK Jelgava,Grobiņa,Virsliga,29-06-2026 15:00,upcoming,,58.2,26.6,15.2,79,10,2,-8,,,,1,1,0,2,0,1,0.5,0.6667,-0.1667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-29,4703107,Italy U19,Serbia U19,Euro U19,29-06-2026 15:00,upcoming,,75.3,19.0,5.7,247,109,73,-36,,,,1,2,1,0,0,1,0.25,0.0,0.25,,,0,0,0,0,0,0,False,Missing Players,True,True,False,False,False,0,,draw
