id,home,away,competition,time,status,score,votes,trend_home,trend_away,trend_home_desc,trend_away_desc,pop_rank_home,pop_rank_away,venue,attendance,goals_home,goals_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,avg_age_home,avg_age_away,has_lineups,lineups_status_text,has_doubtful,has_missing_players,has_statistics,has_news,has_buzz,social_comments,fifa_rank_home,fifa_rank_away,fifa_rank_diff
4733697,Marineros De Carabobo,Samanes De Aragua,LMBP,09-06-2026 21:00,upcoming,,"{'home': 33.3, 'draw': 33.3, 'away': 33.3, 'total': 3}","[1, 1, 0, 1, 1]","[1, 0, 1, 0, 0]",➡️ 状态一般 (1胜1平0负),➡️ 状态一般 (1胜0平1负),6,6,,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4733001,Segundo Goity Zapico,Federico Coria,San Miguel de Tucuman,09-06-2026 22:00,upcoming,,"{'home': 8.3, 'draw': 8.3, 'away': 83.3, 'total': 12}","[0, 1, 1, 0]","[0, 0, 1, 0, 0]",🔴 状态糟糕 (0胜1平1负),🔴 状态糟糕 (0胜0平1负),0,9,,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4658380,Central Cordoba Res.,CA Colon Reserve,Liga Profesional - Reserva,09-06-2026 22:00,upcoming,,"{'home': 58.3, 'draw': 16.7, 'away': 25.0, 'total': 24}","[1, 0, 1, 0, 0]","[1, 2, 0, 1, 0]",➡️ 状态一般 (1胜0平1负),⚠️ 状态低迷 (1胜2平0负),6,6,,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4658387,River Plate Res.,Rosario Central Res.,Liga Profesional - Reserva,09-06-2026 22:00,upcoming,,"{'home': 76.7, 'draw': 8.2, 'away': 15.1, 'total': 73}","[1, 2, 0, 1, 2]","[1, 1, 0, 0, 2]",⚠️ 状态低迷 (1胜2平0负),➡️ 状态一般 (1胜1平0负),37,9,,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4669773,Ponte Preta,Cuiabá,Brasileirão - Série B,09-06-2026 22:00,upcoming,,"{'home': 33.8, 'draw': 21.2, 'away': 45.0, 'total': 851}","[2, 0, 0, 0, 0]","[1, 0, 2, 2, 2]",🔥 状态火热 (2胜0平0负),⚠️ 状态低迷 (1胜0平2负),4041,1420,,,0,0,0,0,0,0,,,False,,False,False,False,False,True,0,,,
4669780,Náutico,Fortaleza,Brasileirão - Série B,09-06-2026 22:00,upcoming,,"{'home': 35.0, 'draw': 17.0, 'away': 48.0, 'total': 1510}","[0, 1, 1, 1, 2]","[0, 0, 0, 1, 1]",🔴 状态糟糕 (0胜1平1负),无比赛,1831,3441,,,0,0,0,0,0,0,,,False,,False,False,False,False,True,0,,,
4733698,Guerreros De Lara,Delfines De La Guaira,LMBP,09-06-2026 22:00,upcoming,,"{'home': 33.3, 'draw': 33.3, 'away': 33.3, 'total': 3}","[0, 1, 0, 0, 0]","[0, 1, 0, 0, 0]",🔴 状态糟糕 (0胜1平0负),🔴 状态糟糕 (0胜1平0负),1,1,,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4733699,Caciques De Distrito,Senadores De Caracas,LMBP,09-06-2026 22:00,upcoming,,"{'home': 33.3, 'draw': 33.3, 'away': 33.3, 'total': 3}","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 1]",⚠️ 状态低迷 (1胜1平1负),无比赛,6,6,,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4730042,Rocha FC,Bella Vista,Divisional C,09-06-2026 22:30,upcoming,,"{'home': 33.3, 'draw': 12.1, 'away': 54.5, 'total': 33}","[1, 1, 1, 1, 0]","[0, 1, 1, 1, 1]",⚠️ 状态低迷 (1胜1平1负),🔴 状态糟糕 (0胜1平1负),8,2,,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4555699,Baltimore Orioles,Seattle Mariners,MLB,09-06-2026 22:35,upcoming,,"{'home': 32.8, 'draw': 0.8, 'away': 66.4, 'total': 122}","[0, 0, 0, 1, 1]","[1, 0, 1, 0, 0]",无比赛,➡️ 状态一般 (1胜0平1负),206,182,Oriole Park at Camden Yards,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4555448,Miami Marlins,Arizona Diamondbacks,MLB,09-06-2026 22:40,upcoming,,"{'home': 58.9, 'draw': 0.8, 'away': 40.3, 'total': 129}","[1, 1, 0, 1, 1]","[1, 0, 0, 1, 0]",➡️ 状态一般 (1胜1平0负),🔥 状态火热 (1胜0平0负),192,192,loanDepot park,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4555862,Tampa Bay Rays,Boston Red Sox,MLB,09-06-2026 22:40,upcoming,,"{'home': 64.0, 'draw': 1.0, 'away': 35.0, 'total': 100}","[1, 0, 0, 1, 0]","[0, 0, 1, 0, 1]",🔥 状态火热 (1胜0平0负),🔴 状态糟糕 (0胜0平1负),192,611,Tropicana Field,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4555933,Cleveland Guardians,New York Yankees,MLB,09-06-2026 22:40,upcoming,,"{'home': 20.4, 'draw': 0.7, 'away': 78.9, 'total': 142}","[0, 0, 1, 0, 0]","[1, 1, 0, 1, 0]",🔴 状态糟糕 (0胜0平1负),➡️ 状态一般 (1胜1平0负),207,1319,Progressive Field,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4555993,Detroit Tigers,Minnesota Twins,MLB,09-06-2026 22:40,upcoming,,"{'home': 64.0, 'draw': 1.3, 'away': 34.7, 'total': 75}","[1, 0, 1, 1, 1]","[0, 0, 1, 0, 0]",➡️ 状态一般 (1胜0平1负),🔴 状态糟糕 (0胜0平1负),251,164,Comerica Park,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4556156,Pittsburgh Pirates,Los Angeles Dodgers,MLB,09-06-2026 22:40,upcoming,,"{'home': 25.4, 'draw': 0.4, 'away': 74.2, 'total': 256}","[0, 0, 0, 1, 0]","[0, 1, 1, 0, 1]",无比赛,🔴 状态糟糕 (0胜1平1负),186,754,PNC Park,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4514667,Uruguay (W),Venezuela (W),CONMEBOL Women's Nations League,09-06-2026 23:00,upcoming,,"{'home': 28.6, 'draw': 11.2, 'away': 60.3, 'total': 224}","[0, 0, 1, 0, 2]","[1, 0, 0, 1, 1]",🔴 状态糟糕 (0胜0平1负),🔥 状态火热 (1胜0平0负),13,17,,,0,0,0,0,0,0,,,False,,False,False,False,False,True,0,,,
4514668,Paraguay (W),Colombia (W),CONMEBOL Women's Nations League,09-06-2026 23:00,upcoming,,"{'home': 7.4, 'draw': 7.4, 'away': 85.3, 'total': 625}","[1, 2, 1, 0, 0]","[1, 2, 1, 1, 0]",⚠️ 状态低迷 (1胜2平1负),⚠️ 状态低迷 (1胜2平1负),15,1335,,,0,0,0,0,0,0,,,False,,False,False,False,False,True,0,,,
4514669,Peru (W),Bolivia (W),CONMEBOL Women's Nations League,09-06-2026 23:00,upcoming,,"{'home': 65.0, 'draw': 13.3, 'away': 21.7, 'total': 120}","[2, 0, 2, 1, 0]","[0, 0, 0, 0, 2]",➡️ 状态一般 (2胜0平2负),无比赛,13,14,,,0,0,0,0,0,0,,,False,,False,False,False,False,True,0,,,
4514670,Ecuador (W),Argentina (W),CONMEBOL Women's Nations League,09-06-2026 23:00,upcoming,,"{'home': 39.0, 'draw': 14.1, 'away': 46.9, 'total': 277}","[1, 1, 0, 2, 0]","[2, 2, 1, 1, 4]",➡️ 状态一般 (1胜1平0负),➡️ 状态一般 (2胜2平1负),164,289,,,0,0,0,0,0,0,,,False,,False,False,False,False,True,0,,,
4659709,Chicago Sky,Atlanta Dream,WNBA,09-06-2026 23:00,upcoming,,"{'home': 13.8, 'draw': 3.4, 'away': 82.8, 'total': 29}","[0, 1, 0, 0, 0]","[1, 0, 1, 1, 0]",🔴 状态糟糕 (0胜1平0负),➡️ 状态一般 (1胜0平1负),68,20,Wintrust Arena,,0,0,0,0,0,0,,,False,Missing Players,True,True,False,False,False,0,,,
4665222,Atlético Ottawa,Supra du Québec,Canadian Premier League,09-06-2026 23:00,upcoming,,"{'home': 59.7, 'draw': 32.3, 'away': 8.1, 'total': 62}","[0, 2, 1, 1, 1]","[2, 1, 2, 0, 0]",🔴 状态糟糕 (0胜2平1负),➡️ 状态一般 (2胜1平2负),28,0,,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4709775,Saudi Arabia,Senegal,Friendly International,09-06-2026 23:00,upcoming,,"{'home': 67.6, 'draw': 7.6, 'away': 24.8, 'total': 33322}","[1, 0, 0, 1, 0]","[0, 1, 1, 0, 1]",🔥 状态火热 (1胜0平0负),🔴 状态糟糕 (0胜1平1负),15302,3864,,,0,0,0,0,0,0,,,False,Missing Players,True,True,False,False,False,0,,,
4733700,Centauros De La Guaira,Lideres De Miranda,LMBP,09-06-2026 23:00,upcoming,,"{'home': 33.3, 'draw': 33.3, 'away': 33.3, 'total': 3}","[1, 1, 1, 0, 0]","[0, 0, 1, 1, 1]",⚠️ 状态低迷 (1胜1平1负),🔴 状态糟糕 (0胜0平1负),6,1,,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4555749,Toronto Blue Jays,Philadelphia Phillies,MLB,09-06-2026 23:07,upcoming,,"{'home': 30.4, 'draw': 1.0, 'away': 68.6, 'total': 102}","[0, 1, 1, 0, 1]","[1, 1, 0, 1, 1]",🔴 状态糟糕 (0胜1平1负),➡️ 状态一般 (1胜1平0负),248,229,Rogers Centre,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4555684,New York Mets,St. Louis Cardinals,MLB,09-06-2026 23:10,upcoming,,"{'home': 58.9, 'draw': 1.1, 'away': 40.0, 'total': 90}","[1, 0, 1, 1, 0]","[1, 1, 1, 1, 0]",➡️ 状态一般 (1胜0平1负),⚠️ 状态低迷 (1胜1平1负),262,210,Citi Field,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4555450,Chicago White Sox,Atlanta Braves,MLB,09-06-2026 23:40,upcoming,,"{'home': 14.0, 'draw': 0.7, 'away': 85.3, 'total': 143}","[0, 1, 0, 1, 0]","[1, 1, 1, 0, 1]",🔴 状态糟糕 (0胜1平0负),⚠️ 状态低迷 (1胜1平1负),205,265,Rate Field,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
4555879,Kansas City Royals,Texas Rangers,MLB,09-06-2026 23:40,upcoming,,"{'home': 48.6, 'draw': 1.4, 'away': 50.0, 'total': 72}","[1, 1, 0, 1, 1]","[1, 0, 1, 0, 1]",➡️ 状态一般 (1胜1平0负),➡️ 状态一般 (1胜0平1负),191,218,Kauffman Stadium,,0,0,0,0,0,0,,,False,,False,False,False,False,False,0,,,
