date,game_id,home,away,competition,time,status,score,vote_home,vote_draw,vote_away,vote_count,pop_rank_home,pop_rank_away,pop_rank_diff,trend_home_w,trend_home_d,trend_home_l,trend_away_w,trend_away_d,trend_away_l,trend_win_rate_home,trend_win_rate_away,trend_win_rate_diff,venue,attendance,goals_home,goals_away,yellow_home,yellow_away,red_home,red_away,has_lineups,lineups_status_text,has_doubtful,has_missing_players,has_statistics,has_news,has_buzz,social_comments,fifa_rank_home,fifa_rank_away,fifa_rank_diff
2026-06-08,4732847,Piratas de Campeche,Leones de Yucatán,LMB,08-06-2026 00:15,finished,8:7,63.4,1.2,35.4,82,14,28,14,1,1,1,0,0,0,0.3333,,,,,0,0,0,0,0,0,False,,False,False,False,False,True,0,,,
2026-06-08,4555854,Chicago Cubs,San Francisco Giants,MLB,08-06-2026 00:30,finished,1:2,57.7,0.1,42.2,1428,415,505,90,0,1,0,1,0,1,0.0,0.5,-0.5,Wrigley Field,,1,2,0,0,0,0,True,Box Score,False,False,False,True,True,0,,,
2026-06-08,4659255,Austin Fc II,Los Angeles FC II,MLS Next Pro,08-06-2026 00:30,finished,2:0,50.0,24.5,25.5,282,3,3,0,1,1,1,0,3,1,0.3333,0.0,0.3333,,,0,0,0,0,0,0,True,Lineups,False,False,True,False,False,0,,,
2026-06-08,4728013,Leones De Quilpué,Universidad De Concepcion,LNB,08-06-2026 00:30,finished,74:81,40.7,3.7,55.6,27,10,13,3,0,1,0,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,True,Box Score,False,False,True,False,False,0,,,
2026-06-08,4728985,Atlético Rafaela,Club Unión Y Juventud Bandera,Liga Federal,08-06-2026 00:30,finished,87:75,66.7,16.7,16.7,6,0,0,,1,1,0,0,1,1,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4728986,Club Atlético Tostado,María Juana,Liga Federal,08-06-2026 00:30,finished,78:76,50.0,16.7,33.3,6,0,0,,1,0,1,0,1,1,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4732848,Algodoneros del Unión Laguna,Caliente de Durango,LMB,08-06-2026 00:30,finished,5:4,46.6,1.0,52.4,103,20,7,-13,1,1,1,0,0,0,0.3333,,,,,0,0,0,0,0,0,False,,False,False,False,False,True,0,,,
2026-06-08,4733182,CD San Luis Básquet,CD Sharks,LNB 2,08-06-2026 00:30,finished,95:73,33.3,33.3,33.3,3,0,0,,1,0,1,0,0,0,0.5,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4726300,Lebanon (W),Hong Kong (W),AVC Women's Cup,08-06-2026 01:00,finished,0:3,50.0,3.8,46.2,26,0,1,,0,0,,1,0,0,,1.0,,,,0,0,0,0,0,0,True,Box Score,False,False,True,False,False,0,,,
2026-06-08,4732751,Halcones De Obregon,Frayles De Guasave,CIBACOPA,08-06-2026 01:15,finished,93:108,43.6,2.6,53.8,39,0,0,,0,0,1,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,True,Box Score,False,False,True,False,False,0,,,
2026-06-08,4726301,Kazakhstan (W),Iran (W),AVC Women's Cup,08-06-2026 04:00,finished,3:1,38.1,4.8,57.1,21,15,2,-13,1,1,1,0,0,0,0.3333,,,,,0,0,0,0,0,0,True,Box Score,False,False,True,False,False,0,,,
2026-06-08,4733283,Canterbury Bulldogs,Parramatta Eels,NRL,08-06-2026 06:05,finished,14:12,33.3,33.3,33.3,3,5,6,1,1,,,0,,,,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4726296,Philippines (W),Kyrgyzstan (W),AVC Women's Cup,08-06-2026 07:00,finished,3:0,87.5,4.2,8.3,24,1,0,,1,0,1,0,0,0,0.5,,,,,0,0,0,0,0,0,True,Box Score,False,False,True,False,False,0,,,
2026-06-08,4733012,Pol Martin Tiffon,Dali Blanch,Lyon,08-06-2026 08:00,finished,,56.0,4.0,40.0,25,0,0,,0,1,1,0,1,1,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4733082,Luca Staeheli,Iliyan Radulov,Lyon,08-06-2026 08:08,finished,2:0,42.9,7.1,50.0,14,0,0,,1,1,0,0,1,0,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733127,Lucas Poullain,Raphael Perot,Lyon,08-06-2026 08:10,finished,0:2,68.2,4.5,27.3,22,0,0,,0,1,0,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733129,David Jorda Sanchis,Svyatoslav Gulin,Lyon,08-06-2026 08:11,finished,0:2,73.3,6.7,20.0,15,0,0,,0,1,0,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733164,Petr Nesterov,Gianmarco Ferrari,Cattolica,08-06-2026 08:37,finished,2:1,75.0,12.5,12.5,8,0,0,,1,1,0,0,1,0,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733114,Andrej Martin,Alex Marti Pujolras,Bratislava,08-06-2026 08:37,finished,2:1,76.5,5.9,17.6,17,2,0,,1,1,0,0,1,0,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733172,Carlos Sanchez Jover,Manuel Mazza,Cattolica,08-06-2026 08:38,finished,2:1,77.8,11.1,11.1,9,0,0,,1,1,0,0,1,0,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733173,Lucio Ratti,Sergio Callejon Hernando,Cattolica,08-06-2026 08:39,finished,1:2,42.9,14.3,42.9,7,0,0,,0,0,0,1,1,0,,0.5,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733130,Martin Krumich,Mathys Erhard,Bratislava,08-06-2026 08:45,finished,2:1,68.4,5.3,26.3,19,0,0,,1,1,0,0,1,0,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733112,Hanshin Tigers,Rakuten Gold Eagles,NPB,08-06-2026 09:00,finished,,70.0,2.0,28.0,50,14,6,-8,1,1,0,0,0,0,0.5,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4732976,Ekaterina Alexandrova,Panna Udvardy,Hertogenbosch,08-06-2026 09:07,finished,0:2,76.2,1.0,22.9,105,32,1,-31,0,0,0,1,0,0,,1.0,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4732997,Magda Linette,Kimberly Birrell,Hertogenbosch,08-06-2026 09:09,finished,2:1,74.5,1.0,24.5,102,28,1,-27,1,0,1,0,0,1,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4732953,Alejandro Davidovich Fokina,Mattia Bellucci,Stuttgart,08-06-2026 09:09,finished,1:2,86.4,0.2,13.4,448,137,2,-135,0,0,1,1,0,0,0.0,1.0,-1.0,CENTER COURT,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4732990,Nuno Borges,Terence Atmane,Hertogenbosch,08-06-2026 09:09,finished,2:0,71.9,0.3,27.8,356,5,2,-3,1,0,1,0,0,0,0.5,,,COURT 1,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733109,Goransson A./King E.,Balaji N S./Ram R.,Hertogenbosch,08-06-2026 09:15,finished,1:2,64.3,7.1,28.6,14,0,0,,0,0,1,1,,,0.0,,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733203,Matteo Martineau,Maxime Janvier,Lyon,08-06-2026 09:43,finished,2:1,69.2,7.7,23.1,13,0,0,,1,1,0,0,1,0,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4726292,Vietnam (W),Indonesia (W),AVC Women's Cup,08-06-2026 10:00,finished,3:2,52.0,4.0,44.0,25,6,1,-5,1,1,1,0,0,1,0.3333,0.0,0.3333,,,0,0,0,0,0,0,True,Box Score,False,False,True,False,False,0,,,
2026-06-08,4732984,Vitaliy Sachko,Yosuke Watanuki,Bratislava,08-06-2026 10:09,finished,2:0,87.0,4.3,8.7,23,0,1,,1,0,1,0,0,0,0.5,,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733177,Max Alcala Gurri,Johan Nikles,Lyon,08-06-2026 10:11,finished,2:0,78.6,7.1,14.3,14,0,0,,1,1,1,0,1,0,0.3333,0.0,0.3333,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733096,Frantzen C./Haase R.,Lehecka J./Moutet C.,Stuttgart,08-06-2026 10:12,finished,0:2,63.6,9.1,27.3,11,0,0,,0,0,0,1,,,,,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733136,Alex Martinez,Alejo Sanchez Quilez,Lyon,08-06-2026 10:14,finished,0:2,66.7,5.6,27.8,18,0,0,,0,1,0,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733197,Benjamin Bonzi,Mees Rottgering,Hertogenbosch,08-06-2026 10:34,finished,2:0,88.5,0.4,11.0,227,4,0,,1,1,1,0,0,1,0.3333,0.0,0.3333,COURT 1,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733246,Carlo Alberto Caniato,Juan Manzano,Cattolica,08-06-2026 10:38,finished,2:0,75.0,12.5,12.5,8,0,0,,1,1,0,0,1,0,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733212,Xiyu Wang,Laura Samson,Modena,08-06-2026 10:39,finished,0:2,80.0,5.0,15.0,20,1,0,,0,0,1,1,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733186,Ella Mcdonald,Ranah Akua Stoiber,Ilkley,08-06-2026 10:48,finished,2:0,80.0,10.0,10.0,10,0,0,,1,1,1,0,1,0,0.3333,0.0,0.3333,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733178,Lukas Neumayer,Taro Daniel,Bratislava,08-06-2026 10:52,finished,0:2,60.0,2.9,37.1,35,0,5,,0,1,1,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733199,Daria Kasatkina,Robin Montgomery,Hertogenbosch,08-06-2026 10:59,finished,1:2,84.7,1.0,14.3,98,52,0,,0,0,1,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4732996,Bianca Andreescu,Elise Mertens,Hertogenbosch,08-06-2026 11:04,finished,0:2,27.0,0.9,72.1,111,10,39,29,0,0,1,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733099,Diallo G./Hurkacz H.,Yuki Bhambri/Michael Venus,Hertogenbosch,08-06-2026 11:04,finished,2:1,50.0,10.0,40.0,10,0,0,,1,,,0,0,1,,0.0,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733143,Buvaysar Gadamauri,Dimitar Kuzmanov,Bratislava,08-06-2026 11:10,finished,2:1,52.9,5.9,41.2,17,0,0,,1,1,0,0,1,2,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733247,Francesco Forti,Samuele Pieri,Cattolica,08-06-2026 11:12,finished,2:0,84.6,7.7,7.7,13,0,0,,1,1,0,0,1,0,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733141,Pierre-Hugues Herbert,Martin Landaluce,Stuttgart,08-06-2026 11:30,finished,1:2,19.4,0.2,80.4,494,10,2,-8,0,1,1,1,0,1,0.0,0.5,-0.5,CENTER COURT,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4732804,Hanfmann Y./Struff J-L.,Doumbia S./Gonzalez S.,Stuttgart,08-06-2026 12:12,finished,2:0,52.6,5.3,42.1,19,0,0,,1,,,0,0,,,,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733010,Luka Pavlovic,Daniel Galan,Lyon,08-06-2026 12:20,finished,0:2,62.5,2.1,35.4,48,0,23,,0,0,0,1,0,1,,0.5,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733238,Kayla Cross,Tereza Martincova,Ilkley,08-06-2026 12:20,finished,0:2,50.0,10.0,40.0,10,0,0,,0,1,0,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733239,Hynek Barton,Nicolas Varona,Bratislava,08-06-2026 12:38,finished,0:0,90.0,5.0,5.0,20,0,0,,1,1,0,0,1,0,0.5,0.0,0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733202,Daniel Evans,Charles Broom,Ilkley,08-06-2026 11:24,live,1:1,75.0,4.2,20.8,24,155,0,,1,0,0,1,0,1,1.0,0.5,0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733248,Liam Broady,Ioannis Xilas,Cattolica,08-06-2026 12:08,live,1:1,86.4,4.5,9.1,22,1,0,,0,1,0,0,0,0,0.0,,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733158,Harmony Tan,Emily Appleton,Ilkley,08-06-2026 12:28,live,1:0,75.0,8.3,16.7,12,0,0,,1,0,1,0,0,0,0.5,,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4731610,Montevideo Wanderers (Reserves),Racing Club Montevideo (Reserves),Reserve League,08-06-2026 12:30,live,1:0,57.8,21.1,21.1,109,1,1,0,0,1,1,2,0,2,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4732993,Daria Snigur,Paula Badosa,Hertogenbosch,08-06-2026 12:37,live,1:0,40.8,0.7,58.5,142,0,32,,0,1,0,0,0,0,0.0,,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4732989,Marin Cilic,Denis Shapovalov,Hertogenbosch,08-06-2026 12:39,live,0:1,53.4,0.3,46.2,292,351,213,-138,0,0,1,0,0,0,0.0,,,CENTRE COURT,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4732956,Thanasi Kokkinakis,Tomas Barrios Vera,Bratislava,08-06-2026 12:39,live,1:0,40.7,1.9,57.4,54,6,27,21,0,1,2,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4732963,Bergs Z./Rinderknech A.,Galloway R./Peers J.,Hertogenbosch,08-06-2026 12:45,live,0:1,46.2,7.7,46.2,13,0,0,,,,,0,1,0,,0.0,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733245,Michele Ribecai,Franco Agamenone,Cattolica,08-06-2026 12:56,live,1:0,18.2,9.1,72.7,11,0,0,,0,0,1,0,1,1,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4726295,Chinese Taipei (W),Australia (W),AVC Women's Cup,08-06-2026 13:00,live,1:0,51.7,3.4,44.8,29,12,2,-10,1,1,0,1,1,0,0.5,0.5,0.0,,,0,0,0,0,0,0,True,Box Score,False,False,True,False,False,0,,,
2026-06-08,4730093,Sportivo Valois Rivarola,Pilcomayo,APF Primera C,08-06-2026 13:00,live,0:2,21.3,23.4,55.3,47,0,1,,0,2,1,2,1,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4731596,Japan U21,Ukraine U21,U21 Friendly International,08-06-2026 13:00,live,2:0,66.0,16.1,17.9,597,4,99,95,,,,1,2,0,,0.3333,,,,0,0,0,0,0,0,False,,True,False,False,False,False,0,,,
2026-06-08,4731608,Albion Fc (Reserves),Oriental (Reserves),Reserve League,08-06-2026 13:00,live,1:0,27.0,29.0,44.0,100,0,0,,0,0,0,1,0,1,,0.5,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733302,Ivory Coast U23,Canada U20,Maurice Revello Tournament,08-06-2026 13:00,live,1:0,33.3,33.3,33.3,3,241,6,-235,2,1,2,0,1,0,0.4,0.0,0.4,,,0,0,0,0,0,0,True,Lineups,False,False,True,False,False,0,,,
2026-06-08,4733187,Celine Naef,Momoko Kobori,Ilkley,08-06-2026 13:01,live,0:0,80.0,10.0,10.0,10,0,0,,1,0,1,1,0,0,0.5,1.0,-0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4732971,Kempen M. / Tang Q.,Eri Hozumi / Wu Fang-Hsien,Hertogenbosch,08-06-2026 13:08,live,0:1,71.4,14.3,14.3,7,0,0,,0,1,,0,1,0,,0.0,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733206,Rio Noguchi,Keegan Smith,Ilkley,08-06-2026 13:09,live,0:1,68.4,5.3,26.3,19,0,0,,1,0,0,1,0,0,1.0,1.0,0.0,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733241,Kaitlin Quevedo,Jazmin Ortenzi,Modena,08-06-2026 13:11,live,0:0,72.7,9.1,18.2,11,0,0,,0,1,1,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733135,Mark Lajal,Paul Jubb,Ilkley,08-06-2026 13:13,live,0:0,77.1,2.9,20.0,35,1,0,,1,0,1,1,0,1,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733205,Akira Santillan,Abdullah Shelbayh,Bratislava,08-06-2026 13:24,live,0:0,25.0,4.2,70.8,24,0,1,,1,0,0,1,0,1,1.0,0.5,0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4731607,Defensor Sporting (Reserves),Nacional Montevideo (Reserves),Reserve League,08-06-2026 13:30,live,0:0,36.0,26.7,37.2,86,0,4,,1,1,1,1,1,0,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733163,Alicia  Dudeney,Himeno Sakatsume,Ilkley,08-06-2026 13:39,live,0:0,18.2,9.1,72.7,11,0,0,,0,,,0,0,1,,0.0,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4732957,Federico Cina,Marko Topo,Bratislava,08-06-2026 13:39,live,0:0,80.6,2.8,16.7,36,0,0,,0,1,1,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733244,Pierluigi Basile,Raul Brancaccio,Cattolica,08-06-2026 13:44,live,0:0,22.7,4.5,72.7,22,0,0,,0,1,1,0,0,0,0.0,,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4732921,Harriet Dart,Ludmilla Samsonova,Queen's,08-06-2026 13:45,upcoming,,14.7,0.8,84.5,129,1,34,33,0,0,1,0,0,0,0.0,,,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4732924,Karolina Pliskova,Mccartney Kessler,Queen's,08-06-2026 13:45,upcoming,,34.2,0.8,65.0,120,54,1,-53,0,1,0,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,,,
2026-06-08,4733009,Tommy Paul,Giovanni Mpetshi Perricard,Stuttgart,08-06-2026 13:50,upcoming,,82.0,0.2,17.9,543,252,4,-248,0,1,1,0,0,0,0.0,,,CENTER COURT,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4733011,Laslo Djere,Kimmer Coppejans,Lyon,08-06-2026 13:50,upcoming,,73.9,2.2,23.9,46,6,1,-5,0,0,1,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4732967,Tristan Schoolkate,Lloyd Harris,Ilkley,08-06-2026 13:50,upcoming,,55.3,2.6,42.1,38,1,2,1,0,0,1,0,0,1,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4732981,Mia Pohankova,Clara Tauson,Hertogenbosch,08-06-2026 13:50,upcoming,,21.4,0.9,77.7,112,0,7,,1,1,1,0,0,0,0.3333,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4733196,Ugo Humbert,Elias Ymer,Hertogenbosch,08-06-2026 13:50,upcoming,,82.3,0.4,17.3,254,148,2,-146,0,1,0,1,1,0,0.0,0.5,-0.5,CENTRE COURT,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4732799,Griekspoor T./Van De Zandschulp B.,Cash/Tracy,Hertogenbosch,08-06-2026 13:50,upcoming,,40.0,6.7,53.3,15,0,0,,0,0,1,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4733301,Filippo Romano,Alastair Gray,Ilkley,08-06-2026 14:00,upcoming,,25.0,25.0,50.0,4,0,0,,1,0,1,1,0,1,0.5,0.5,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4723231,Qatar U20,USA U20,U20 Friendly International,08-06-2026 14:00,upcoming,,35.2,13.5,51.3,548,22,274,252,0,2,2,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4728886,Zed FC,Wadi Degla,Egypt League Cup,08-06-2026 14:00,upcoming,,51.6,16.4,32.0,2610,432,1077,645,0,2,1,0,1,2,0.0,0.0,0.0,,,0,0,0,0,0,0,True,Lineups,False,False,False,False,False,0,,,
2026-06-08,4731609,Ca Progreso (Reserves),Boston River reserves,Reserve League,08-06-2026 14:00,upcoming,,44.3,26.2,29.5,61,0,1,,0,0,0,0,1,0,,0.0,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4732986,Norbert Gombos,Jan Choinski,Bratislava,08-06-2026 14:00,upcoming,,21.4,3.6,75.0,28,1,1,0,0,1,0,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4733142,Gauthier Onclin,Fabian Marozsan,Stuttgart,08-06-2026 14:00,upcoming,,18.3,0.3,81.4,328,0,4,,1,1,0,0,0,0,0.5,,,Colosseum,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4733088,Kichenok L./Ninomiya M.,Piter K./Siskova A.,Hertogenbosch,08-06-2026 14:10,upcoming,,71.4,14.3,14.3,7,0,0,,0,1,1,,,,0.0,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4733161,Veronika Podrez,Tatiana Prozorova,Ilkley,08-06-2026 14:10,upcoming,,33.3,5.6,61.1,18,0,0,,0,0,1,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4733242,Noma Akugue Noha,Tiantsoa Rakotomanga Rajaonah,Modena,08-06-2026 14:15,upcoming,,35.3,5.9,58.8,17,0,0,,0,1,1,1,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
2026-06-08,4733217,Iryna Shymanovich,Clervie Ngounoue,Ilkley,08-06-2026 14:25,upcoming,,58.3,8.3,33.3,12,0,0,,0,0,0,1,0,0,,1.0,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,,
