date,game_id,home,away,competition,time,status,score,vote_home,vote_draw,vote_away,vote_count,pop_rank_home,pop_rank_away,pop_rank_diff,fifa_rank_home,fifa_rank_away,fifa_rank_diff,trend_home_w,trend_home_d,trend_home_l,trend_away_w,trend_away_d,trend_away_l,trend_win_rate_home,trend_win_rate_away,trend_win_rate_diff,venue,attendance,goals_home,goals_away,yellow_home,yellow_away,red_home,red_away,has_lineups,lineups_status_text,has_doubtful,has_missing_players,has_statistics,has_news,has_buzz,social_comments,score_ht,winner
2026-06-20,4715367,Universitario de Vinto,Guabira,División Profesional,20-06-2026 00:00,finished,,25.0,50.0,25.0,4,97,365,268,,,,0,1,1,1,1,2,0.0,0.25,-0.25,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-20,4710254,Al Yarmok,Salam,Yemeni League,20-06-2026 12:45,finished,,50.0,16.7,33.3,6,17,0,,,,,0,1,2,0,0,0,0.0,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-20,4710255,Sha'ab Hadramaut,Shabab Al Bayda FC,Yemeni League,20-06-2026 12:45,finished,,55.0,5.0,40.0,20,20,0,,,,,1,1,1,2,0,0,0.3333,1.0,-0.6667,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-20,4738206,Cienciano Reserve,Juventud Alfa FC,Liga 3,20-06-2026 16:00,finished,,33.3,33.3,33.3,3,1,0,,,,,2,0,0,0,2,0,1.0,0.0,1.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-20,4715366,San Antonio,Blooming,División Profesional,20-06-2026 19:00,finished,,15.4,7.7,76.9,13,98,955,857,,,,0,0,0,1,0,0,,1.0,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-20,4715364,Real Tomayapo,Academia del Balompie,División Profesional,20-06-2026 21:30,finished,,50.0,25.0,25.0,4,132,14,-118,,,,0,1,0,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-20,4711989,San Marcos,Deportes Limache,Chilean Cup,20-06-2026 00:00,live,1:2,35.2,22.7,42.1,1166,203,39,-164,,,,0,0,1,0,0,0,0.0,,,,,0,0,0,0,0,0,True,Lineups,False,False,True,False,False,0,1:1,draw
2026-06-20,4627883,Brazil,Haiti,FIFA World Cup,20-06-2026 00:30,live,3:0,87.1,6.5,6.5,125179,47154,983,-46171,5,85,80,2,1,1,0,0,1,0.5,0.0,0.5,Lincoln Financial Field (Philadelphia),,3,0,0,2,0,0,True,Lineups,False,True,True,True,True,0,3:0,draw
2026-06-20,4681854,Northern AFC,Ferrymead Bays Fc,National League,20-06-2026 00:45,live,1:0,25.0,18.2,56.8,88,0,0,,,,,0,0,1,1,1,2,0.0,0.25,-0.25,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,0:0,draw
2026-06-20,4678349,Island Bay United,Napier City Rovers,National League,20-06-2026 01:00,live,0:0,20.3,25.0,54.7,64,0,1,,,,,0,0,1,2,1,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,False,,False,False,True,False,False,0,0:0,draw
2026-06-20,4681853,Nelson Suburbs,Wanaka AFC,National League,20-06-2026 02:45,upcoming,,62.7,19.6,17.6,51,0,0,,,,,1,0,1,0,0,0,0.5,,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-20,4678343,Melville United,Fencibles United,National League,20-06-2026 03:00,upcoming,,29.3,26.8,43.9,41,0,0,,,,,0,0,0,1,1,1,,0.3333,,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-20,4678345,Auckland United,Eastern Suburbs,National League,20-06-2026 03:00,upcoming,,47.6,26.2,26.2,42,1,4,3,,,,2,0,1,1,2,1,0.6667,0.25,0.4167,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-20,4678346,Tauranga City United Afc,Bay Olympic,National League,20-06-2026 03:00,upcoming,,61.9,23.8,14.3,21,0,1,,,,,0,1,0,1,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
2026-06-20,4678347,Wellington Phoenix II,Waterside Karori AFC,National League,20-06-2026 03:00,upcoming,,57.1,28.6,14.3,28,3,0,,,,,0,0,1,1,0,2,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,False,,False,False,False,False,False,0,,draw
